# Parameter sweep (sweep_coll)
# Simulation    : dd
# Sweep variable: $Vc
# Data ordering : column
# Data:
# --------------------------------------------------
# Name                     Units          Type
# --------------------------------------------------
# base.current             A/cm           real
# collector.current        A/cm           real
# emitter.current          A/cm           real
# --------------------------------------------------
#
# $Vc base.current collector.current emitter.current 
0 -0.000331826 0.000318586 1.32407e-05
0.05 -6.00505e-05 -0.000204365 0.000264416
0.1 -1.9723e-05 -0.000288242 0.000307965
0.15 -1.37897e-05 -0.000315112 0.000328901
0.2 -1.2859e-05 -0.000329557 0.000342416
0.25 -1.27015e-05 -0.000333709 0.00034641
0.3 -1.27231e-05 -0.000322384 0.000335107
0.35 -1.27441e-05 -0.00031006 0.000322804
0.4 -1.27432e-05 -0.000307946 0.000320689
0.45 -1.27347e-05 -0.000308681 0.000321416
0.5 -1.27208e-05 -0.000309976 0.000322697
0.55 -1.27106e-05 -0.000311359 0.000324069
0.6 -1.2705e-05 -0.000313486 0.000326191
0.65 -1.27063e-05 -0.000316454 0.000329161
0.7 -1.27074e-05 -0.000318901 0.000331608
0.75 -1.27068e-05 -0.000320363 0.000333069
0.8 -1.27045e-05 -0.000320937 0.000333641
0.85 -1.27025e-05 -0.000320815 0.000333518
0.9 -1.26958e-05 -0.000320586 0.000333282
0.95 -1.2688e-05 -0.000320479 0.000333167
1 -1.26822e-05 -0.000320029 0.000332712
1.05 -1.26788e-05 -0.000319249 0.000331927
1.1 -1.26763e-05 -0.000318792 0.000331468
1.15 -1.26741e-05 -0.000318772 0.000331446
1.2 -1.26715e-05 -0.000319015 0.000331687
1.25 -1.26685e-05 -0.000319591 0.000332259
1.3 -1.2667e-05 -0.000320251 0.000332918
1.35 -1.26665e-05 -0.000320973 0.000333639
1.4 -1.2666e-05 -0.000321802 0.000334468
1.45 -1.26643e-05 -0.000322633 0.000335297
1.5 -1.26619e-05 -0.000323397 0.000336059
1.55 -1.26594e-05 -0.000324109 0.000336769
1.6 -1.26571e-05 -0.000324762 0.000337419
1.65 -1.26542e-05 -0.0003253 0.000337954
1.7 -1.26508e-05 -0.000325729 0.00033838
1.75 -1.26478e-05 -0.000326086 0.000338734
1.8 -1.26454e-05 -0.000326314 0.000338959
1.85 -1.26429e-05 -0.000326282 0.000338925
1.9 -1.26402e-05 -0.0003262 0.000338841
1.95 -1.26371e-05 -0.000326276 0.000338913
2 -1.26341e-05 -0.000326419 0.000339054
2.05 -1.26311e-05 -0.000326516 0.000339147
2.1 -1.26283e-05 -0.000326567 0.000339195
2.15 -1.26259e-05 -0.00032669 0.000339316
2.2 -1.26235e-05 -0.000326951 0.000339574
2.25 -1.26211e-05 -0.000327312 0.000339933
2.3 -1.26186e-05 -0.000327747 0.000340365
2.35 -1.26158e-05 -0.000328225 0.000340841
2.4 -1.26127e-05 -0.000328716 0.000341329
2.45 -1.26102e-05 -0.000329189 0.000341799
2.5 -1.26086e-05 -0.000329645 0.000342254
2.55 -1.26072e-05 -0.000330108 0.000342715
2.6 -1.26055e-05 -0.000330578 0.000343184
2.65 -1.26034e-05 -0.000331038 0.000343641
2.7 -1.26009e-05 -0.000331473 0.000344074
2.75 -1.25981e-05 -0.000331864 0.000344462
2.8 -1.25953e-05 -0.000332266 0.000344861
2.85 -1.25926e-05 -0.000332665 0.000345258
2.9 -1.259e-05 -0.000332995 0.000345585
2.95 -1.25875e-05 -0.000333277 0.000345864
3 -1.25849e-05 -0.000333543 0.000346128
