# Parameter sweep (sweep_coll)
# Simulation    : dd
# Sweep variable: $Vc
# Data ordering : column
# Data:
# --------------------------------------------------
# Name                     Units          Type
# --------------------------------------------------
# base.current             A/cm           real
# collector.current        A/cm           real
# emitter.current          A/cm           real
# --------------------------------------------------
#
# $Vc base.current collector.current emitter.current 
0 -0.001486 0.00141729 6.87084e-05
0.05 -0.000282728 -0.000938461 0.00122119
0.1 -9.33546e-05 -0.00133789 0.00143125
0.15 -6.51775e-05 -0.00146291 0.00152809
0.2 -6.07659e-05 -0.00152536 0.00158613
0.25 -6.00662e-05 -0.00153027 0.00159034
0.3 -6.01528e-05 -0.0014706 0.00153076
0.35 -6.02075e-05 -0.00143479 0.001495
0.4 -6.01865e-05 -0.00143241 0.00149259
0.45 -6.01356e-05 -0.00143745 0.00149759
0.5 -6.00745e-05 -0.00144394 0.00150402
0.55 -6.00334e-05 -0.00145284 0.00151287
0.6 -6.00218e-05 -0.00146663 0.00152665
0.65 -6.00258e-05 -0.00147984 0.00153987
0.7 -6.00239e-05 -0.00148849 0.00154851
0.75 -6.00159e-05 -0.00149248 0.00155249
0.8 -6.00069e-05 -0.00149269 0.0015527
0.85 -5.99806e-05 -0.00149181 0.00155179
0.9 -5.99439e-05 -0.00149101 0.00155096
0.95 -5.99138e-05 -0.00148853 0.00154844
1 -5.98943e-05 -0.00148466 0.00154456
1.05 -5.98814e-05 -0.00148274 0.00154262
1.1 -5.987e-05 -0.0014826 0.00154247
1.15 -5.98568e-05 -0.00148405 0.0015439
1.2 -5.98437e-05 -0.00148685 0.00154669
1.25 -5.98366e-05 -0.00149014 0.00154998
1.3 -5.98332e-05 -0.00149379 0.00155363
1.35 -5.98296e-05 -0.00149788 0.00155771
1.4 -5.98216e-05 -0.00150181 0.00156163
1.45 -5.98101e-05 -0.00150545 0.00156526
1.5 -5.97984e-05 -0.00150886 0.00156866
1.55 -5.9786e-05 -0.00151184 0.00157163
1.6 -5.9771e-05 -0.00151421 0.00157398
1.65 -5.97559e-05 -0.00151612 0.00157588
1.7 -5.97431e-05 -0.00151744 0.00157719
1.75 -5.97316e-05 -0.00151771 0.00157744
1.8 -5.97191e-05 -0.00151735 0.00157707
1.85 -5.97049e-05 -0.00151743 0.00157713
1.9 -5.96903e-05 -0.0015179 0.00157759
1.95 -5.9676e-05 -0.0015183 0.00157798
2 -5.9662e-05 -0.00151852 0.00157819
2.05 -5.96495e-05 -0.001519 0.00157865
2.1 -5.96382e-05 -0.00152009 0.00157972
2.15 -5.96269e-05 -0.00152167 0.0015813
2.2 -5.96152e-05 -0.00152363 0.00158325
2.25 -5.96021e-05 -0.00152582 0.00158542
2.3 -5.95881e-05 -0.00152809 0.00158768
2.35 -5.95761e-05 -0.00153032 0.0015899
2.4 -5.95677e-05 -0.0015325 0.00159207
2.45 -5.95606e-05 -0.00153472 0.00159428
2.5 -5.95533e-05 -0.00153693 0.00159648
2.55 -5.9544e-05 -0.00153909 0.00159864
2.6 -5.95329e-05 -0.00154114 0.00160067
2.65 -5.95203e-05 -0.00154301 0.00160253
2.7 -5.95074e-05 -0.0015449 0.00160441
2.75 -5.94951e-05 -0.00154666 0.00160616
2.8 -5.94833e-05 -0.00154813 0.00160761
2.85 -5.94715e-05 -0.00154942 0.00160889
2.9 -5.94596e-05 -0.00155065 0.00161011
2.95 -5.94475e-05 -0.00155189 0.00161134
3 -5.94353e-05 -0.00155313 0.00161257
