# efaschroedinger eigenstates (efa)
# Index Particle EigenEnergy     Occupation  FermiLevel Temperature
      0      hl      -2.98981       0.597297             -3         300
      1      hl      -2.98983        0.59709             -3         300
      2      hl      -3.02735       0.257719             -3         300
      3      hl      -3.02736       0.257629             -3         300
      4      hl      -3.02907       0.245172             -3         300
      5      hl      -3.02911       0.244874             -3         300
      6      hl      -3.07345      0.0551388             -3         300
      7      hl      -3.07349      0.0550643             -3         300
      8      hl      -3.08136      0.0412028             -3         300
      9      hl      -3.08137      0.0411957             -3         300
     10      hl      -3.13655     0.00505704             -3         300
     11      hl      -3.14784     0.00327293             -3         300
     12      el    -0.0982489       0.978128              0         300
     13      el    -0.0982436       0.978124              0         300
     14      el      0.128767     0.00682079              0         300
     15      el      0.128822     0.00680655              0         300
     16      el      0.280034    1.97531e-05              0         300
     17      el      0.280365    1.95018e-05              0         300
