

#x: Applied bias (V)
#y: Current density (Acm^-2)
#Data from: S. L. M. van Mensfoort et al., J. Appl. Phys. 107 (2010) 113710
#x y
0.254642 2.19049e-10
0.350133 5.57116e-10
0.456233 8.72048e-10
0.562334 1.22036e-09
0.657825 1.8402e-09
0.763926 2.3023e-09
0.859416 3.22187e-09
0.965517 4.50873e-09
1.06101 5.85555e-09
1.16711 8.8297e-09
1.2626 3.14266e-08
1.35809 2.84482e-07
1.45358 1.91021e-06
1.55968 7.894e-06
1.65517 2.51189e-05
1.75066 5.71159e-05
1.85676 0.000107754
1.95225 0.000168666
2.04775 0.000245013
2.15385 0.000330308
2.25995 0.000428975
2.35544 0.000536698
2.45093 0.000646861
2.55703 0.000751062
2.65252 0.000905225
2.75862 0.00101252
2.85411 0.00117563
2.96021 0.00131498
3.0557 0.00147085
3.15119 0.00158489
3.25729 0.00177275
3.35279 0.00191021
3.45889 0.00213663
3.55438 0.0023023
3.64987 0.00248082
3.74536 0.00267317
3.85146 0.00288044
3.95756 0.00310379
4.05305 0.00334445
4.14854 0.00360377
4.25464 0.00388319
4.35013 0.00418429
4.45623 0.00434348
4.55172 0.00468026
4.65782 0.00504316
4.75332 0.00543419
4.84881 0.00564094
4.95491 0.00607832
5.0504 0.00654962
5.14589 0.0067988
5.25199 0.00732597
5.34748 0.00760468
5.45358 0.00819433
5.54907 0.00850609
5.65517 0.00916563
5.75066 0.00951433
5.84615 0.00987631
5.95225 0.0106421
6.04775 0.0114673
6.14324 0.0119035
6.24934 0.0123564
6.34483 0.0133145
6.45093 0.013821
6.55703 0.0148927
6.64191 0.0154593
6.74801 0.0160474
6.85411 0.0172917
6.93899 0.0179496
7.04509 0.0186325
7.14058 0.0200772
7.24668 0.020841
7.33156 0.0216339

