# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 Ec
# 3 Ev
# 4 ElPotential
# 5 ElField_x
# 6 ElField_y
# 7 ElField_z
# 8 Polarization_x
# 9 Polarization_y
# 10 Polarization_z
# x Ec Ev ElPotential ElField_x ElField_y ElField_z Polarization_x Polarization_y Polarization_z 
9.2031e-33 -0.0091644 -3.44677 2.73644 -0.016412 0 0 0.0136333 9.59717e-18 -0.0255956 
0.498322 -0.0091644 -3.44677 2.73644 -0.0146242 0 0 0.0136333 9.59717e-18 -0.0255956 
0.995155 -0.0091644 -3.44677 2.73644 -0.0114466 0 0 0.0136333 9.59717e-18 -0.0255956 
1.4905 -0.0091644 -3.44677 2.73644 -0.00896602 0 0 0.0136333 9.59717e-18 -0.0255956 
1.98437 -0.0091644 -3.44677 2.73644 -0.0070281 0 0 0.0136333 9.59717e-18 -0.0255956 
2.47676 -0.0091644 -3.44677 2.73644 -0.00551302 0 0 0.0136333 9.59717e-18 -0.0255956 
2.96767 -0.0091644 -3.44677 2.73644 -0.00432768 0 0 0.0136333 9.59717e-18 -0.0255956 
3.45712 -0.0091644 -3.44677 2.73644 -0.00339965 0 0 0.0136333 9.59717e-18 -0.0255956 
3.94511 -0.00916441 -3.44677 2.73644 -0.00267253 0 0 0.0136333 9.59717e-18 -0.0255956 
4.43164 -0.00916441 -3.44677 2.73644 -0.00210245 0 0 0.0136333 9.59717e-18 -0.0255956 
4.91671 -0.00916441 -3.44677 2.73644 -0.00165516 0 0 0.0136333 9.59717e-18 -0.0255956 
5.40033 -0.00916441 -3.44677 2.73644 -0.00130394 0 0 0.0136333 9.59717e-18 -0.0255956 
5.88251 -0.00916441 -3.44677 2.73644 -0.00102799 0 0 0.0136333 9.59717e-18 -0.0255956 
6.36324 -0.00916441 -3.44677 2.73644 -0.000811012 0 0 0.0136333 9.59717e-18 -0.0255956 
6.84254 -0.00916441 -3.44677 2.73644 -0.00064028 0 0 0.0136333 9.59717e-18 -0.0255956 
7.3204 -0.00916441 -3.44677 2.73644 -0.000505845 0 0 0.0136333 9.59717e-18 -0.0255956 
7.79684 -0.00916441 -3.44677 2.73644 -0.000399923 0 0 0.0136333 9.59717e-18 -0.0255956 
8.27185 -0.00916441 -3.44677 2.73644 -0.000316403 0 0 0.0136333 9.59717e-18 -0.0255956 
8.74544 -0.00916441 -3.44677 2.73644 -0.000250495 0 0 0.0136333 9.59717e-18 -0.0255956 
9.21761 -0.00916441 -3.44677 2.73644 -0.000198458 0 0 0.0136333 9.59717e-18 -0.0255956 
9.68837 -0.00916441 -3.44677 2.73644 -0.000157336 0 0 0.0136333 9.59717e-18 -0.0255956 
10.1577 -0.00916441 -3.44677 2.73644 -0.000124816 0 0 0.0136333 9.59717e-18 -0.0255956 
10.6257 -0.00916441 -3.44677 2.73644 -9.90937e-05 0 0 0.0136333 9.59717e-18 -0.0255956 
11.0922 -0.00916441 -3.44677 2.73644 -7.87204e-05 0 0 0.0136333 9.59717e-18 -0.0255956 
11.5574 -0.00916441 -3.44677 2.73644 -6.25807e-05 0 0 0.0136333 9.59717e-18 -0.0255956 
12.0212 -0.00916441 -3.44677 2.73644 -4.97873e-05 0 0 0.0136333 9.59717e-18 -0.0255956 
12.4835 -0.00916441 -3.44677 2.73644 -3.96252e-05 0 0 0.0136333 9.59717e-18 -0.0255956 
12.9445 -0.00916441 -3.44677 2.73644 -3.15646e-05 0 0 0.0136333 9.59717e-18 -0.0255956 
13.4042 -0.00916441 -3.44677 2.73644 -2.51679e-05 0 0 0.0136333 9.59717e-18 -0.0255956 
13.8624 -0.00916441 -3.44677 2.73644 -2.00776e-05 0 0 0.0136333 9.59717e-18 -0.0255956 
14.3193 -0.00916441 -3.44677 2.73644 -1.60227e-05 0 0 0.0136333 9.59717e-18 -0.0255956 
14.7748 -0.00916441 -3.44677 2.73644 -1.27997e-05 0 0 0.0136333 9.59717e-18 -0.0255956 
15.2289 -0.00916441 -3.44677 2.73644 -1.0236e-05 0 0 0.0136333 9.59717e-18 -0.0255956 
15.6817 -0.00916441 -3.44677 2.73644 -8.1839e-06 0 0 0.0136333 9.59717e-18 -0.0255956 
16.1332 -0.00916441 -3.44677 2.73644 -6.54466e-06 0 0 0.0136333 9.59717e-18 -0.0255956 
16.5832 -0.00916441 -3.44677 2.73644 -5.2382e-06 0 0 0.0136333 9.59717e-18 -0.0255956 
17.032 -0.00916441 -3.44677 2.73644 -4.19672e-06 0 0 0.0136333 9.59717e-18 -0.0255956 
17.4794 -0.00916441 -3.44677 2.73644 -3.37095e-06 0 0 0.0136333 9.59717e-18 -0.0255956 
17.9254 -0.00916441 -3.44677 2.73644 -2.71154e-06 0 0 0.0136333 9.59717e-18 -0.0255956 
