# This file was generated by TiberCAD (GraceIO.C)
# Stores 1D nodal data in format suitable for Grace
# x	spontaneous_power_density_Px[W/eV/cm^2]	spontaneous_power_density_Py[W/eV/cm^2]	spontaneous_power_density_Pz[W/eV/cm^2]	stimulated_power_density_Px[W/eV/cm^2]	stimulated_power_density_Py[W/eV/cm^2]	stimulated_power_density_Pz[W/eV/cm^2]	gain_Px[-]	gain_Py[-]	gain_Pz[-]
3	0.0003803090835	0.01321500369	0.01337241878	-6.822504821	-16.28402849	-16.24612476	-0.0006794251753	-0.001457639355	-0.001454022083	
3.001	0.0003814182179	0.01325865382	0.01341659181	-6.839034113	-16.31913992	-16.28115683	-0.0006811008839	-0.001461017169	-0.00145739303	
3.002	0.0003825322307	0.01330252082	0.01346098431	-6.855625081	-16.35437628	-16.3163136	-0.0006827829367	-0.001464407668	-0.001460776647	
3.003	0.0003836511505	0.01334660613	0.01350559774	-6.872278041	-16.38973821	-16.35159574	-0.0006844713664	-0.001467810919	-0.001464172999	
3.004	0.0003847750065	0.01339091119	0.01355043357	-6.888993306	-16.42522636	-16.38700387	-0.0006861662058	-0.001471226991	-0.001467582156	
3.005	0.0003859038277	0.01343543749	0.01359549329	-6.905771195	-16.46084137	-16.42253864	-0.000687867488	-0.001474655952	-0.001471004186	
3.006	0.0003870376437	0.01348018648	0.01364077839	-6.922612029	-16.49658389	-16.45820072	-0.0006895752463	-0.001478097871	-0.001474439158	
3.007	0.0003881764841	0.01352515966	0.01368629038	-6.939516128	-16.53245458	-16.49399074	-0.0006912895143	-0.001481552818	-0.001477887141	
3.008	0.0003893203786	0.01357035854	0.01373203077	-6.956483817	-16.5684541	-16.52990938	-0.0006930103257	-0.001485020862	-0.001481348205	
3.009	0.0003904693575	0.01361578462	0.0137780011	-6.973515423	-16.60458312	-16.5659573	-0.0006947377145	-0.001488502075	-0.001484822421	
3.01	0.000391623451	0.01366143944	0.01382420292	-6.990611274	-16.64084231	-16.60213516	-0.0006964717149	-0.001491996527	-0.00148830986	
3.011	0.0003927826896	0.01370732453	0.01387063779	-7.007771699	-16.67723235	-16.63844365	-0.0006982123613	-0.001495504289	-0.001491810593	
3.012	0.0003939471041	0.01375344145	0.01391730726	-7.024997032	-16.7137539	-16.67488345	-0.0006999596884	-0.001499025434	-0.001495324692	
3.013	0.0003951167255	0.01379979176	0.01396421294	-7.042287608	-16.75040766	-16.71145522	-0.000701713731	-0.001502560034	-0.00149885223	
3.014	0.000396291585	0.01384637704	0.01401135642	-7.059643764	-16.78719432	-16.74815968	-0.0007034745242	-0.001506108162	-0.00150239328	
3.015	0.0003974717141	0.01389319889	0.0140587393	-7.077065838	-16.82411457	-16.7849975	-0.0007052421035	-0.001509669891	-0.001505947915	
3.016	0.0003986571445	0.01394025891	0.01410636323	-7.094554173	-16.8611691	-16.82196938	-0.0007070165044	-0.001513245297	-0.001509516208	
3.017	0.0003998479081	0.01398755872	0.01415422982	-7.112109112	-16.89835863	-16.85907603	-0.0007087977626	-0.001516834452	-0.001513098236	
3.018	0.0004010440372	0.01403509995	0.01420234075	-7.129731001	-16.93568386	-16.89631816	-0.0007105859144	-0.001520437433	-0.001516694073	
3.019	0.0004022455641	0.01408288425	0.01425069767	-7.147420189	-16.9731455	-16.93369648	-0.0007123809959	-0.001524054316	-0.001520303794	
3.02	0.0004034525215	0.01413091329	0.01429930227	-7.165177026	-17.01074427	-16.97121171	-0.0007141830437	-0.001527685175	-0.001523927476	
3.021	0.0004046649423	0.01417918874	0.01434815624	-7.183001865	-17.0484809	-17.00886457	-0.0007159920947	-0.001531330089	-0.001527565195	
3.022	0.0004058828597	0.01422771229	0.0143972613	-7.200895061	-17.08635612	-17.04665578	-0.0007178081857	-0.001534989134	-0.001531217029	
3.023	0.0004071063072	0.01427648565	0.01444661917	-7.218856972	-17.12437064	-17.08458608	-0.0007196313542	-0.001538662388	-0.001534883056	
3.024	0.0004083353184	0.01432551053	0.01449623159	-7.236887959	-17.16252523	-17.12265621	-0.0007214616377	-0.00154234993	-0.001538563354	
3.025	0.0004095699273	0.01437478866	0.01454610031	-7.254988382	-17.20082061	-17.16086692	-0.0007232990739	-0.001546051838	-0.001542258002	
3.026	0.000410810168	0.01442432181	0.01459622712	-7.273158609	-17.23925754	-17.19921894	-0.0007251437009	-0.001549768193	-0.00154596708	
3.027	0.000412056075	0.01447411173	0.01464661378	-7.291399005	-17.27783678	-17.23771304	-0.000726995557	-0.001553499075	-0.001549690667	
3.028	0.0004133076831	0.0145241602	0.01469726211	-7.30970994	-17.31655908	-17.27634997	-0.0007288546807	-0.001557244563	-0.001553428845	
3.029	0.0004145650273	0.01457446902	0.01474817391	-7.328091788	-17.3554252	-17.3151305	-0.000730721111	-0.001561004741	-0.001557181695	
3.03	0.0004158281427	0.01462504	0.01479935103	-7.346544922	-17.39443592	-17.35405539	-0.0007325948868	-0.001564779688	-0.001560949299	
3.031	0.0004170970651	0.01467587497	0.01485079532	-7.36506972	-17.43359202	-17.39312543	-0.0007344760475	-0.001568569489	-0.001564731739	
3.032	0.0004183718301	0.01472697576	0.01490250863	-7.383666561	-17.47289427	-17.43234139	-0.0007363646328	-0.001572374226	-0.001568529098	
3.033	0.0004196524738	0.01477834425	0.01495449284	-7.402335829	-17.51234347	-17.47170407	-0.0007382606825	-0.001576193982	-0.001572341461	
3.034	0.0004209390328	0.01482998229	0.01500674987	-7.421077908	-17.5519404	-17.51121424	-0.0007401642368	-0.001580028843	-0.001576168911	
