# ASCII 1D datafile generated by TiberCAD
# x Strain_11 Strain_22 Strain_33 Strain_12 Strain_23 Strain_13 Stress_11 Stress_22 Stress_33 Stress_12 Stress_23 Stress_13 Displacement_x Displacement_y Displacement_z 
633.016 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -7.72167e-20 0 0 
638.805 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -7.79229e-20 0 0 
644.557 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -7.86245e-20 0 0 
650.27 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -7.93214e-20 0 0 
655.945 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -8.00137e-20 0 0 
661.583 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -8.07014e-20 0 0 
667.184 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -8.13846e-20 0 0 
672.747 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -8.20632e-20 0 0 
678.274 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -8.27374e-20 0 0 
683.764 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -8.34071e-20 0 0 
689.218 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -8.40724e-20 0 0 
694.636 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -8.47333e-20 0 0 
700.018 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -8.53898e-20 0 0 
705.364 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -8.60419e-20 0 0 
710.675 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -8.66898e-20 0 0 
715.951 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -8.73333e-20 0 0 
721.192 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -8.79726e-20 0 0 
726.398 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -8.86077e-20 0 0 
731.57 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -8.92386e-20 0 0 
736.708 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -8.98653e-20 0 0 
741.812 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -9.04879e-20 0 0 
746.882 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -9.11063e-20 0 0 
751.918 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -9.17206e-20 0 0 
756.921 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -9.23309e-20 0 0 
761.891 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -9.29372e-20 0 0 
766.828 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -9.35394e-20 0 0 
771.733 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -9.41377e-20 0 0 
776.605 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -9.4732e-20 0 0 
781.444 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -9.53223e-20 0 0 
786.252 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -9.59088e-20 0 0 
791.028 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -9.64914e-20 0 0 
795.773 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -9.70701e-20 0 0 
800.486 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -9.7645e-20 0 0 
805.167 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -9.82161e-20 0 0 
809.818 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -9.87834e-20 0 0 
814.438 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -9.9347e-20 0 0 
819.028 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -9.99069e-20 0 0 
823.587 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.00463e-19 0 0 
828.116 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.01015e-19 0 0 
832.615 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.01564e-19 0 0 
837.084 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.02109e-19 0 0 
841.524 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.02651e-19 0 0 
845.934 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.03189e-19 0 0 
850.316 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.03723e-19 0 0 
854.668 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.04254e-19 0 0 
858.991 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.04782e-19 0 0 
863.286 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.05306e-19 0 0 
867.553 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.05826e-19 0 0 
871.791 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.06343e-19 0 0 
876.001 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.06857e-19 0 0 
880.183 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.07367e-19 0 0 
884.338 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.07874e-19 0 0 
888.465 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.08377e-19 0 0 
892.565 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.08877e-19 0 0 
896.638 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.09374e-19 0 0 
900.684 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.09867e-19 0 0 
904.703 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.10358e-19 0 0 
908.695 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.10845e-19 0 0 
912.661 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.11328e-19 0 0 
916.601 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.11809e-19 0 0 
920.515 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.12286e-19 0 0 
924.403 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.12761e-19 0 0 
928.265 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.13232e-19 0 0 
932.101 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.137e-19 0 0 
935.913 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.14165e-19 0 0 
939.699 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.14627e-19 0 0 
943.46 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.15085e-19 0 0 
947.196 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.15541e-19 0 0 
950.907 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.15994e-19 0 0 
954.594 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.16444e-19 0 0 
958.257 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.1689e-19 0 0 
961.895 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.17334e-19 0 0 
965.509 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.17775e-19 0 0 
969.099 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.18213e-19 0 0 
972.666 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.18648e-19 0 0 
976.209 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.1908e-19 0 0 
979.728 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.19509e-19 0 0 
983.224 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.19936e-19 0 0 
986.698 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.2036e-19 0 0 
990.148 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.2078e-19 0 0 
993.575 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.21199e-19 0 0 
996.98 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.21614e-19 0 0 
1000.36 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.22026e-19 0 0 
1003.72 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.22436e-19 0 0 
1007.06 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.22843e-19 0 0 
1010.37 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.23248e-19 0 0 
1013.67 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.23649e-19 0 0 
1016.94 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.24049e-19 0 0 
1020.19 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.24445e-19 0 0 
1023.42 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.24839e-19 0 0 
1026.63 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.2523e-19 0 0 
1029.81 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.25619e-19 0 0 
1032.98 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.26005e-19 0 0 
1036.12 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.26388e-19 0 0 
1039.24 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.26769e-19 0 0 
1042.35 -1.21982e-13 0 0 0 0 0 -4.86221e-11 -1.26862e-11 -1.26862e-11 0 -8.66736e-28 0 -1.27148e-19 0 0 
