# ASCII 1D datafile generated by TiberCAD
# x Ec Ev eQFermi hQFermi eDensity hDensity ElField_x ElField_y ElField_z Polarization_x Polarization_y Polarization_z 
123.246 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
124.248 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
125.251 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
126.253 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
127.255 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
128.257 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
129.259 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
130.261 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
131.263 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
132.265 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
133.267 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
134.269 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
135.271 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
136.273 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
137.275 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
138.277 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
139.279 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
140.281 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
141.283 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
142.285 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
143.287 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
144.289 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
145.291 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
146.293 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
147.295 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
148.297 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
149.299 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
150.301 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
151.303 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
152.305 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
153.307 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
154.309 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
155.311 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
156.313 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
157.315 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
158.317 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
159.319 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
160.321 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
161.323 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
162.325 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
163.327 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
164.329 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
165.331 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
166.333 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
167.335 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
168.337 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
169.339 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
170.341 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
171.343 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
172.345 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
173.347 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
174.349 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
175.351 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
176.353 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
177.355 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
178.357 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
179.359 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
180.361 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
181.363 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
182.365 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
183.367 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
184.369 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
185.371 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
186.373 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
187.375 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
188.377 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
189.379 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
190.381 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
191.383 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
192.385 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
193.387 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
194.389 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
195.391 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
196.393 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
197.395 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
198.397 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
199.399 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
200.401 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
201.403 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
202.405 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
203.407 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
204.409 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
205.411 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
206.413 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
207.415 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
208.417 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
209.419 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
210.421 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
211.423 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
212.425 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
213.427 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
214.429 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
215.431 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
216.433 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
217.435 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
218.437 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
219.439 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
220.441 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
221.443 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
222.445 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
223.447 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
224.449 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
225.451 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
226.453 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
227.455 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
228.457 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
229.459 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
230.461 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
231.463 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
232.465 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
233.467 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
234.469 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
235.471 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
236.473 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
237.475 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
238.477 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
239.479 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
240.481 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
241.483 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
242.485 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
243.487 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
244.489 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
245.491 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
246.493 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
247.495 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
248.497 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
249.499 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
250.501 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
251.503 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
252.505 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
253.507 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
254.509 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
255.511 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
256.513 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
257.515 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
258.517 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
259.519 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
260.521 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
261.523 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
262.525 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
263.527 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
264.529 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
265.531 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
266.533 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
267.535 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
268.537 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
269.539 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
270.541 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
271.543 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
272.545 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
273.547 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
274.549 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
275.551 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
276.553 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
277.555 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
278.557 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
279.559 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
280.561 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
281.563 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
282.565 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
283.567 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
284.569 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
285.571 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
286.573 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
287.575 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
288.577 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
289.579 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
290.581 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
291.583 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
292.585 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
293.587 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
294.589 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
295.591 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
296.593 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
297.595 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
298.597 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
299.599 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
300.601 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
301.603 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
302.605 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
303.607 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
304.609 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
305.611 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
306.613 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
307.615 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
308.617 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
309.619 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
310.621 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
311.623 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
312.625 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
313.627 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
314.629 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
315.631 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
316.633 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
317.635 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
318.637 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
319.639 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
320.641 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
321.643 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
322.645 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
323.647 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
324.649 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
