# ASCII 1D datafile generated by TiberCAD
# x Ec Ev eQFermi hQFermi eDensity hDensity ElField_x ElField_y ElField_z Polarization_x Polarization_y Polarization_z 
325.651 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
326.653 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
327.655 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
328.657 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
329.659 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
330.661 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
331.663 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
332.665 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
333.667 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
334.669 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
335.671 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
336.673 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
337.675 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
338.677 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
339.679 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
340.681 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
341.683 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
342.685 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
343.687 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
344.689 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
345.691 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
346.693 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
347.695 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
348.697 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
349.699 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
350.701 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
351.703 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
352.705 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
353.707 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
354.709 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
355.711 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
356.713 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
357.715 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
358.717 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
359.719 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
360.721 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
361.723 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
362.725 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
363.727 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
364.729 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
365.731 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
366.733 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
367.735 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
368.737 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
369.739 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
370.741 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
371.743 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
372.745 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
373.747 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
374.749 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
375.752 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
376.754 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
377.756 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
378.758 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
379.76 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
380.762 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
381.764 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
382.766 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
383.768 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
384.77 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
385.772 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
386.774 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
387.776 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
388.778 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
389.78 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
390.782 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
391.784 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
392.786 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
393.788 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
394.79 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
395.792 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
396.794 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
397.796 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
398.798 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
399.8 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
400.802 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
401.804 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
402.806 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
403.808 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
404.81 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
405.812 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
406.814 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
407.816 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
408.818 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
409.82 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
410.822 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
411.824 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
412.826 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
413.828 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
414.83 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
415.832 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
416.834 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
417.836 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
418.838 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
419.84 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
420.842 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
421.844 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
422.846 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
423.848 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
424.85 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
425.852 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
426.854 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
427.856 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
428.858 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
429.86 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
430.862 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
431.864 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
432.866 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
433.868 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
434.87 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
435.872 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
436.874 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
437.876 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
438.878 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
439.88 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
440.882 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
441.884 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
442.886 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
443.888 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
444.89 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
445.892 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
446.894 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
447.896 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
448.898 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
449.9 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
450.902 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
451.904 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
452.906 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
453.908 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
454.91 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
455.912 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
456.914 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
457.916 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
458.918 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
459.92 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
460.922 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
461.924 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
462.926 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
463.928 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
464.93 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
465.932 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
466.934 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
467.936 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
468.938 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
469.94 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
470.942 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
471.944 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
472.946 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
473.948 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
474.95 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
475.952 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
476.954 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
477.956 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
478.958 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
479.96 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
480.962 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
481.964 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
482.966 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
483.968 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
484.97 0.759499 -0.759499 0 0 0 0 3.12289e-08 0 0 0 0 0 
485.972 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
486.974 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
487.976 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
488.978 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
489.98 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
490.982 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
491.984 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
492.986 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
493.988 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
494.99 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
495.992 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
496.994 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
497.996 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
498.998 0.759499 -0.759499 0 0 0 0 3.05715e-08 0 0 0 0 0 
500 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
500 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
501 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
501.997 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
502.991 0.759499 -0.759499 0 0 0 0 3.0571e-08 0 0 0 0 0 
503.982 0.759499 -0.759499 0 0 0 0 3.0572e-08 0 0 0 0 0 
504.97 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
505.955 0.759499 -0.759499 0 0 0 0 3.0571e-08 0 0 0 0 0 
506.937 0.759499 -0.759499 0 0 0 0 3.0572e-08 0 0 0 0 0 
507.916 0.759499 -0.759499 0 0 0 0 3.0571e-08 0 0 0 0 0 
508.892 0.759499 -0.759499 0 0 0 0 2.99135e-08 0 0 0 0 0 
509.865 0.759499 -0.759499 0 0 0 0 2.99145e-08 0 0 0 0 0 
510.835 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
511.803 0.759499 -0.759499 0 0 0 0 3.0572e-08 0 0 0 0 0 
512.767 0.759499 -0.759499 0 0 0 0 3.02418e-08 0 0 0 0 0 
513.729 0.759499 -0.759499 0 0 0 0 2.99145e-08 0 0 0 0 0 
514.688 0.759499 -0.759499 0 0 0 0 3.0572e-08 0 0 0 0 0 
515.644 0.759499 -0.759499 0 0 0 0 3.0571e-08 0 0 0 0 0 
516.597 0.759499 -0.759499 0 0 0 0 3.0572e-08 0 0 0 0 0 
517.547 0.759499 -0.759499 0 0 0 0 3.12294e-08 0 0 0 0 0 
518.494 0.759499 -0.759499 0 0 0 0 3.12284e-08 0 0 0 0 0 
519.438 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
520.38 0.759499 -0.759499 0 0 0 0 3.0571e-08 0 0 0 0 0 
521.319 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
522.255 0.759499 -0.759499 0 0 0 0 3.0572e-08 0 0 0 0 0 
523.188 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
524.118 0.759499 -0.759499 0 0 0 0 3.02418e-08 0 0 0 0 0 
525.046 0.759499 -0.759499 0 0 0 0 2.99145e-08 0 0 0 0 0 
525.971 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
526.893 0.759499 -0.759499 0 0 0 0 2.99135e-08 0 0 0 0 0 
527.812 0.759499 -0.759499 0 0 0 0 2.95853e-08 0 0 0 0 0 
528.728 0.759499 -0.759499 0 0 0 0 2.99145e-08 0 0 0 0 0 
529.642 0.759499 -0.759499 0 0 0 0 2.99135e-08 0 0 0 0 0 
530.553 0.759499 -0.759499 0 0 0 0 2.99145e-08 0 0 0 0 0 
531.461 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
532.367 0.759499 -0.759499 0 0 0 0 3.0572e-08 0 0 0 0 0 
533.27 0.759499 -0.759499 0 0 0 0 3.09002e-08 0 0 0 0 0 
534.17 0.759499 -0.759499 0 0 0 0 3.0571e-08 0 0 0 0 0 
535.067 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
535.962 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
536.854 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
537.743 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
538.63 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
539.514 0.759499 -0.759499 0 0 0 0 2.95843e-08 0 0 0 0 0 
540.395 0.759499 -0.759499 0 0 0 0 2.89278e-08 0 0 0 0 0 
541.274 0.759499 -0.759499 0 0 0 0 2.89278e-08 0 0 0 0 0 
542.15 0.759499 -0.759499 0 0 0 0 2.92571e-08 0 0 0 0 0 
543.024 0.759499 -0.759499 0 0 0 0 2.92561e-08 0 0 0 0 0 
543.894 0.759499 -0.759499 0 0 0 0 2.92571e-08 0 0 0 0 0 
544.763 0.759499 -0.759499 0 0 0 0 2.95853e-08 0 0 0 0 0 
545.628 0.759499 -0.759499 0 0 0 0 2.95853e-08 0 0 0 0 0 
546.491 0.759499 -0.759499 0 0 0 0 2.95853e-08 0 0 0 0 0 
547.352 0.759499 -0.759499 0 0 0 0 2.99145e-08 0 0 0 0 0 
548.21 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
549.065 0.759499 -0.759499 0 0 0 0 2.99135e-08 0 0 0 0 0 
549.918 0.759499 -0.759499 0 0 0 0 2.99145e-08 0 0 0 0 0 
550.768 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
551.615 0.759499 -0.759499 0 0 0 0 2.99135e-08 0 0 0 0 0 
552.461 0.759499 -0.759499 0 0 0 0 2.99145e-08 0 0 0 0 0 
553.303 0.759499 -0.759499 0 0 0 0 2.99135e-08 0 0 0 0 0 
554.143 0.759499 -0.759499 0 0 0 0 2.95853e-08 0 0 0 0 0 
554.981 0.759499 -0.759499 0 0 0 0 2.99145e-08 0 0 0 0 0 
555.816 0.759499 -0.759499 0 0 0 0 2.99135e-08 0 0 0 0 0 
556.648 0.759499 -0.759499 0 0 0 0 2.95853e-08 0 0 0 0 0 
557.478 0.759499 -0.759499 0 0 0 0 2.95853e-08 0 0 0 0 0 
558.306 0.759499 -0.759499 0 0 0 0 2.95853e-08 0 0 0 0 0 
559.131 0.759499 -0.759499 0 0 0 0 2.92561e-08 0 0 0 0 0 
559.953 0.759499 -0.759499 0 0 0 0 2.99155e-08 0 0 0 0 0 
560.773 0.759499 -0.759499 0 0 0 0 3.0571e-08 0 0 0 0 0 
561.591 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
562.406 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
563.219 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
564.029 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
564.837 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
565.642 0.759499 -0.759499 0 0 0 0 2.99135e-08 0 0 0 0 0 
566.445 0.759499 -0.759499 0 0 0 0 2.99145e-08 0 0 0 0 0 
567.246 0.759499 -0.759499 0 0 0 0 2.99135e-08 0 0 0 0 0 
568.044 0.759499 -0.759499 0 0 0 0 2.99145e-08 0 0 0 0 0 
568.84 0.759499 -0.759499 0 0 0 0 2.99135e-08 0 0 0 0 0 
569.633 0.759499 -0.759499 0 0 0 0 2.99145e-08 0 0 0 0 0 
570.424 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
571.213 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
571.999 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
572.783 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
573.565 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
574.344 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
575.121 0.759499 -0.759499 0 0 0 0 2.99135e-08 0 0 0 0 0 
575.895 0.759499 -0.759499 0 0 0 0 2.99145e-08 0 0 0 0 0 
576.668 0.759499 -0.759499 0 0 0 0 2.99135e-08 0 0 0 0 0 
577.437 0.759499 -0.759499 0 0 0 0 2.99145e-08 0 0 0 0 0 
578.205 0.759499 -0.759499 0 0 0 0 3.02428e-08 0 0 0 0 0 
578.97 0.759499 -0.759499 0 0 0 0 2.99135e-08 0 0 0 0 0 
579.733 0.759499 -0.759499 0 0 0 0 2.95853e-08 0 0 0 0 0 
580.494 0.759499 -0.759499 0 0 0 0 2.99145e-08 0 0 0 0 0 
581.253 0.759499 -0.759499 0 0 0 0 2.95843e-08 0 0 0 0 0 
582.009 0.759499 -0.759499 0 0 0 0 2.92571e-08 0 0 0 0 0 
582.763 0.759499 -0.759499 0 0 0 0 2.95853e-08 0 0 0 0 0 
583.514 0.759499 -0.759499 0 0 0 0 2.85976e-08 0 0 0 0 0 
584.264 0.759499 -0.759499 0 0 0 0 2.79422e-08 0 0 0 0 0 
585.011 0.759499 -0.759499 0 0 0 0 2.85996e-08 0 0 0 0 0 
585.756 0.759499 -0.759499 0 0 0 0 2.89278e-08 0 0 0 0 0 
586.498 0.759499 -0.759499 0 0 0 0 2.85986e-08 0 0 0 0 0 
587.239 0.759499 -0.759499 0 0 0 0 2.82704e-08 0 0 0 0 0 
587.977 0.759499 -0.759499 0 0 0 0 2.82704e-08 0 0 0 0 0 
588.713 0.759499 -0.759499 0 0 0 0 2.85996e-08 0 0 0 0 0 
589.447 0.759499 -0.759499 0 0 0 0 2.85986e-08 0 0 0 0 0 
590.178 0.759499 -0.759499 0 0 0 0 2.85996e-08 0 0 0 0 0 
590.908 0.759499 -0.759499 0 0 0 0 2.82694e-08 0 0 0 0 0 
591.635 0.759499 -0.759499 0 0 0 0 2.79422e-08 0 0 0 0 0 
592.36 0.759499 -0.759499 0 0 0 0 2.82704e-08 0 0 0 0 0 
593.083 0.759499 -0.759499 0 0 0 0 2.82704e-08 0 0 0 0 0 
593.804 0.759499 -0.759499 0 0 0 0 2.82704e-08 0 0 0 0 0 
594.522 0.759499 -0.759499 0 0 0 0 2.79412e-08 0 0 0 0 0 
595.239 0.759499 -0.759499 0 0 0 0 2.79422e-08 0 0 0 0 0 
595.953 0.759499 -0.759499 0 0 0 0 2.79412e-08 0 0 0 0 0 
596.665 0.759499 -0.759499 0 0 0 0 2.72837e-08 0 0 0 0 0 
597.375 0.759499 -0.759499 0 0 0 0 2.69555e-08 0 0 0 0 0 
598.083 0.759499 -0.759499 0 0 0 0 2.72847e-08 0 0 0 0 0 
598.788 0.759499 -0.759499 0 0 0 0 2.72837e-08 0 0 0 0 0 
599.492 0.759499 -0.759499 0 0 0 0 2.76139e-08 0 0 0 0 0 
600.193 0.759499 -0.759499 0 0 0 0 2.79412e-08 0 0 0 0 0 
600.893 0.759499 -0.759499 0 0 0 0 2.72837e-08 0 0 0 0 0 
601.59 0.759499 -0.759499 0 0 0 0 2.69555e-08 0 0 0 0 0 
602.285 0.759499 -0.759499 0 0 0 0 2.69555e-08 0 0 0 0 0 
602.978 0.759499 -0.759499 0 0 0 0 2.69555e-08 0 0 0 0 0 
603.669 0.759499 -0.759499 0 0 0 0 2.72847e-08 0 0 0 0 0 
604.358 0.759499 -0.759499 0 0 0 0 2.79422e-08 0 0 0 0 0 
605.045 0.759499 -0.759499 0 0 0 0 2.79412e-08 0 0 0 0 0 
605.73 0.759499 -0.759499 0 0 0 0 2.76129e-08 0 0 0 0 0 
606.412 0.759499 -0.759499 0 0 0 0 2.76129e-08 0 0 0 0 0 
607.093 0.759499 -0.759499 0 0 0 0 2.76129e-08 0 0 0 0 0 
607.772 0.759499 -0.759499 0 0 0 0 2.82714e-08 0 0 0 0 0 
608.448 0.759499 -0.759499 0 0 0 0 2.82694e-08 0 0 0 0 0 
609.123 0.759499 -0.759499 0 0 0 0 2.82714e-08 0 0 0 0 0 
609.796 0.759499 -0.759499 0 0 0 0 2.82694e-08 0 0 0 0 0 
610.466 0.759499 -0.759499 0 0 0 0 2.76129e-08 0 0 0 0 0 
611.135 0.759499 -0.759499 0 0 0 0 2.82714e-08 0 0 0 0 0 
611.801 0.759499 -0.759499 0 0 0 0 2.89278e-08 0 0 0 0 0 
612.466 0.759499 -0.759499 0 0 0 0 2.89278e-08 0 0 0 0 0 
613.128 0.759499 -0.759499 0 0 0 0 2.82694e-08 0 0 0 0 0 
613.789 0.759499 -0.759499 0 0 0 0 2.82714e-08 0 0 0 0 0 
614.447 0.759499 -0.759499 0 0 0 0 2.89278e-08 0 0 0 0 0 
615.104 0.759499 -0.759499 0 0 0 0 2.89278e-08 0 0 0 0 0 
615.759 0.759499 -0.759499 0 0 0 0 2.82694e-08 0 0 0 0 0 
616.411 0.759499 -0.759499 0 0 0 0 2.76129e-08 0 0 0 0 0 
617.062 0.759499 -0.759499 0 0 0 0 2.82714e-08 0 0 0 0 0 
617.711 0.759499 -0.759499 0 0 0 0 2.82694e-08 0 0 0 0 0 
618.358 0.759499 -0.759499 0 0 0 0 2.76129e-08 0 0 0 0 0 
619.002 0.759499 -0.759499 0 0 0 0 2.82714e-08 0 0 0 0 0 
619.645 0.759499 -0.759499 0 0 0 0 2.82694e-08 0 0 0 0 0 
620.286 0.759499 -0.759499 0 0 0 0 2.82714e-08 0 0 0 0 0 
620.925 0.759499 -0.759499 0 0 0 0 2.89278e-08 0 0 0 0 0 
621.563 0.759499 -0.759499 0 0 0 0 2.89278e-08 0 0 0 0 0 
622.198 0.759499 -0.759499 0 0 0 0 2.82694e-08 0 0 0 0 0 
622.831 0.759499 -0.759499 0 0 0 0 2.82714e-08 0 0 0 0 0 
623.463 0.759499 -0.759499 0 0 0 0 2.82694e-08 0 0 0 0 0 
624.092 0.759499 -0.759499 0 0 0 0 2.76129e-08 0 0 0 0 0 
