# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 Ec
# 3 Ev
# 4 ElPotential
# 5 ElField_x
# 6 ElField_y
# 7 ElField_z
# 8 Polarization_x
# 9 Polarization_y
# 10 Polarization_z
# x Ec Ev ElPotential ElField_x ElField_y ElField_z Polarization_x Polarization_y Polarization_z 
44.9638 -0.00916441 -3.44677 2.73644 2.5889e-07 0 0 -0.0151927 2.08532e-17 0.0247019 
45.3277 -0.00916441 -3.44677 2.73644 3.08236e-07 0 0 -0.0151927 2.08532e-17 0.0247019 
45.6905 -0.00916441 -3.44677 2.73644 3.76026e-07 0 0 -0.0151927 2.08532e-17 0.0247019 
46.0522 -0.00916441 -3.44677 2.73644 4.43835e-07 0 0 -0.0151927 2.08532e-17 0.0247019 
46.4128 -0.00916441 -3.44677 2.73644 5.17798e-07 0 0 -0.0151927 2.08532e-17 0.0247019 
46.7724 -0.00916441 -3.44677 2.73644 6.16453e-07 0 0 -0.0151927 2.08532e-17 0.0247019 
47.1309 -0.00916441 -3.44677 2.73644 7.45898e-07 0 0 -0.0151927 2.08532e-17 0.0247019 
47.4883 -0.00916441 -3.44677 2.73644 8.93843e-07 0 0 -0.0151927 2.08532e-17 0.0247019 
47.8446 -0.00916441 -3.44677 2.73644 1.06027e-06 0 0 -0.0151927 2.08532e-17 0.0247019 
48.1999 -0.00916441 -3.44677 2.73644 1.25754e-06 0 0 -0.0151927 2.08532e-17 0.0247019 
48.5541 -0.00916441 -3.44677 2.73644 1.50412e-06 0 0 -0.0151927 2.08532e-17 0.0247019 
48.9072 -0.00916441 -3.44677 2.73644 1.78767e-06 0 0 -0.0151927 2.08532e-17 0.0247019 
49.2593 -0.00916441 -3.44677 2.73644 2.12056e-06 0 0 -0.0151927 2.08532e-17 0.0247019 
49.6104 -0.00916441 -3.44677 2.73644 2.51506e-06 0 0 -0.0151927 2.08532e-17 0.0247019 
49.9604 -0.00916441 -3.44677 2.73644 2.98357e-06 0 0 -0.0151927 2.08532e-17 0.0247019 
50.3093 -0.00916441 -3.44677 2.73644 3.54452e-06 0 0 -0.0151927 2.08532e-17 0.0247019 
50.6572 -0.00916441 -3.44677 2.73644 4.20411e-06 0 0 -0.0151927 2.08532e-17 0.0247019 
51.0041 -0.00916441 -3.44677 2.73644 4.98699e-06 0 0 -0.0151927 2.08532e-17 0.0247019 
51.3499 -0.00916441 -3.44677 2.73644 5.92399e-06 0 0 -0.0151927 2.08532e-17 0.0247019 
51.6947 -0.00916441 -3.44677 2.73644 7.02739e-06 0 0 -0.0151927 2.08532e-17 0.0247019 
52.0384 -0.00916441 -3.44677 2.73644 8.32192e-06 0 0 -0.0151927 2.08532e-17 0.0247019 
52.3812 -0.00916441 -3.44677 2.73644 9.86919e-06 0 0 -0.0151927 2.08532e-17 0.0247019 
52.7229 -0.00916441 -3.44677 2.73644 1.16938e-05 0 0 -0.0151927 2.08532e-17 0.0247019 
53.0636 -0.00916441 -3.44677 2.73644 1.3839e-05 0 0 -0.0151927 2.08532e-17 0.0247019 
53.4032 -0.00916441 -3.44677 2.73644 1.63726e-05 0 0 -0.0151927 2.08532e-17 0.0247019 
53.7419 -0.00916441 -3.44677 2.73644 1.935e-05 0 0 -0.0151927 2.08532e-17 0.0247019 
54.0795 -0.00916441 -3.44677 2.73644 2.28513e-05 0 0 -0.0151927 2.08532e-17 0.0247019 
54.4161 -0.00916441 -3.44677 2.73644 2.69876e-05 0 0 -0.0151927 2.08532e-17 0.0247019 
54.7518 -0.00916441 -3.44677 2.73644 3.18574e-05 0 0 -0.0151927 2.08532e-17 0.0247019 
55.0864 -0.00916441 -3.44677 2.73644 3.75718e-05 0 0 -0.0151927 2.08532e-17 0.0247019 
55.42 -0.00916441 -3.44677 2.73644 4.43033e-05 0 0 -0.0151927 2.08532e-17 0.0247019 
55.7526 -0.00916441 -3.44677 2.73644 5.22121e-05 0 0 -0.0151927 2.08532e-17 0.0247019 
56.0843 -0.00916441 -3.44677 2.73644 6.14956e-05 0 0 -0.0151927 2.08532e-17 0.0247019 
56.4149 -0.00916441 -3.44677 2.73644 7.23942e-05 0 0 -0.0151927 2.08532e-17 0.0247019 
56.7445 -0.00916441 -3.44677 2.73644 8.51975e-05 0 0 -0.0151927 2.08532e-17 0.0247019 
57.0732 -0.00916441 -3.44677 2.73644 0.000100208 0 0 -0.0151927 2.08532e-17 0.0247019 
57.4009 -0.00916441 -3.44677 2.73644 0.000117795 0 0 -0.0151927 2.08532e-17 0.0247019 
57.7276 -0.00916441 -3.44677 2.73644 0.000138427 0 0 -0.0151927 2.08532e-17 0.0247019 
58.0533 -0.00916441 -3.44677 2.73644 0.000162585 0 0 -0.0151927 2.08532e-17 0.0247019 
58.378 -0.00916441 -3.44677 2.73644 0.000190854 0 0 -0.0151927 2.08532e-17 0.0247019 
58.7018 -0.00916441 -3.44677 2.73644 0.000223938 0 0 -0.0151927 2.08532e-17 0.0247019 
59.0246 -0.00916441 -3.44677 2.73644 0.000262625 0 0 -0.0151927 2.08532e-17 0.0247019 
59.3465 -0.00916441 -3.44677 2.73644 0.000307847 0 0 -0.0151927 2.08532e-17 0.0247019 
59.6673 -0.00916441 -3.44677 2.73644 0.000360681 0 0 -0.0151927 2.08532e-17 0.0247019 
59.9873 -0.00916441 -3.44677 2.73644 0.000422392 0 0 -0.0151927 2.08532e-17 0.0247019 
60.3062 -0.00916441 -3.44677 2.73644 0.000494441 0 0 -0.0151927 2.08532e-17 0.0247019 
60.6242 -0.00916441 -3.44677 2.73644 0.000578504 0 0 -0.0151927 2.08532e-17 0.0247019 
60.9413 -0.00916441 -3.44677 2.73644 0.000676541 0 0 -0.0151927 2.08532e-17 0.0247019 
61.2574 -0.00916441 -3.44677 2.73644 0.000790821 0 0 -0.0151927 2.08532e-17 0.0247019 
61.5726 -0.00916441 -3.44677 2.73644 0.000923976 0 0 -0.0151927 2.08532e-17 0.0247019 
61.8868 -0.00916441 -3.44677 2.73644 0.00107905 0 0 -0.0151927 2.08532e-17 0.0247019 
62.2001 -0.00916441 -3.44677 2.73644 0.00125957 0 0 -0.0151927 2.08532e-17 0.0247019 
62.5124 -0.00916441 -3.44677 2.73644 0.00146962 0 0 -0.0151927 2.08532e-17 0.0247019 
62.8239 -0.00916441 -3.44677 2.73644 0.00171388 0 0 -0.0151927 2.08532e-17 0.0247019 
63.1343 -0.00916441 -3.44677 2.73644 0.00199785 0 0 -0.0151927 2.08532e-17 0.0247019 
63.4439 -0.00916441 -3.44677 2.73644 0.0023278 0 0 -0.0151927 2.08532e-17 0.0247019 
63.7525 -0.00916441 -3.44677 2.73644 0.00271098 0 0 -0.0151927 2.08532e-17 0.0247019 
64.0602 -0.0091644 -3.44677 2.73644 0.00315582 0 0 -0.0151927 2.08532e-17 0.0247019 
64.367 -0.0091644 -3.44677 2.73644 0.00367199 0 0 -0.0151927 2.08532e-17 0.0247019 
64.6729 -0.0091644 -3.44677 2.73644 0.00427065 0 0 -0.0151927 2.08532e-17 0.0247019 
64.9778 -0.0091644 -3.44677 2.73644 0.00496468 0 0 -0.0151927 2.08532e-17 0.0247019 
65.2819 -0.0091644 -3.44677 2.73644 0.0057689 0 0 -0.0151927 2.08532e-17 0.0247019 
65.585 -0.0091644 -3.44677 2.73644 0.00670039 0 0 -0.0151927 2.08532e-17 0.0247019 
