# This file was generated by TiberCAD (GraceIO.C)
# Stores 1D nodal data in format suitable for Grace
# x	state_number_0	state_number_1	state_number_2	state_number_3	state_number_4	state_number_5	state_number_6	state_number_7	state_number_8	state_number_9	state_number_10	state_number_11	state_number_12	state_number_13	state_number_14	state_number_15
0	-0.1231594262	-0.1235223694	-0.1658423473	-0.1689385232	-0.1826985388	-0.1827263222	-0.1882471743	-0.1883278162	-0.1963480202	-0.1964489351	-0.2062345346	-0.2063208427	-0.2171909718	-0.2172136311	-0.2200646175	-0.2241715268	
0.2475246417	-0.1150780434	-0.1154852084	-0.1502062854	-0.1539108912	-0.1768622029	-0.1768651588	-0.1835143874	-0.1835286553	-0.1927195135	-0.1928344078	-0.2028711668	-0.203345929	-0.2101823372	-0.2132800041	-0.2155638228	-0.2172156467	
0.4950492834	-0.1088707372	-0.1093149348	-0.1310305472	-0.1341821472	-0.1729632497	-0.1730484715	-0.1810722842	-0.1814488039	-0.1914661668	-0.1923610403	-0.2012367885	-0.2029183773	-0.2089398284	-0.2108715804	-0.2149179771	-0.2150096143	
0.7425739251	-0.1036463643	-0.1038863834	-0.1155039942	-0.1171054809	-0.1709916716	-0.1712026624	-0.1815417687	-0.1823335497	-0.1951105828	-0.1963522239	-0.2057420784	-0.2067887703	-0.2105199809	-0.2105663351	-0.2115900413	-0.2121440579	
0.9900985668	-0.1002853077	-0.1002853077	-0.1113374151	-0.1113374151	-0.1706455182	-0.1706455182	-0.1839679541	-0.1839679541	-0.2049173897	-0.2055603315	-0.2070703426	-0.2092180144	-0.2121999956	-0.2121999956	-0.216055563	-0.216055563	
1.270838308	-0.1043395026	-0.1046369701	-0.116962085	-0.1188096058	-0.1711499401	-0.1713523221	-0.181281478	-0.1820530287	-0.1941984177	-0.1954651824	-0.2048364641	-0.2060251578	-0.2110018456	-0.2112387402	-0.2117292304	-0.2123772244	
1.55157805	-0.1103839221	-0.1108240781	-0.1362736924	-0.1396989716	-0.1738170282	-0.1738700075	-0.1814771469	-0.1817244923	-0.1914865952	-0.1921407244	-0.2011747778	-0.2027134074	-0.208536636	-0.2109242444	-0.2156150324	-0.2161742123	
1.832317791	-0.1180854201	-0.1184732707	-0.1570202373	-0.1605744307	-0.17897334	-0.1789913246	-0.185132422	-0.1851779312	-0.1939153019	-0.1939414901	-0.2041469382	-0.2042272304	-0.2132483801	-0.215049902	-0.2160409446	-0.2190381826	
2.113057533	-0.1283636163	-0.1287084656	-0.1727958341	-0.1754271757	-0.1866351154	-0.1866642546	-0.1917486938	-0.1918326094	-0.1993296192	-0.1994361313	-0.2088068181	-0.208896591	-0.2195000751	-0.219543772	-0.2261808143	-0.2288845504	
2.393797275	-0.1414185761	-0.1417369053	-0.1863113381	-0.1881678882	-0.1967440153	-0.1967671677	-0.2011891668	-0.2012531395	-0.2079266979	-0.2080007247	-0.2166497606	-0.2166915241	-0.226814813	-0.2269019852	-0.2368120218	-0.2375137054	
