# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 Strain_11
# 3 Strain_22
# 4 Strain_33
# 5 Strain_12
# 6 Strain_23
# 7 Strain_13
# 8 Stress_11
# 9 Stress_22
# 10 Stress_33
# 11 Stress_12
# 12 Stress_23
# 13 Stress_13
# 14 Displacement_x
# 15 Displacement_y
# 16 Displacement_z
# x Strain_11 Strain_22 Strain_33 Strain_12 Strain_23 Strain_13 Stress_11 Stress_22 Stress_33 Stress_12 Stress_23 Stress_13 Displacement_x Displacement_y Displacement_z 
4.39394 0.00368442 -0.00724365 -0.00724365 0 -8.19657e-17 0 -3.38951e-13 -3.25682 -3.25682 0 -1.81167e-14 0 1.44947e-10 0 0 
4.49495 0.00368442 -0.00724365 -0.00724365 0 -8.19657e-17 0 -2.93987e-13 -3.25682 -3.25682 0 -1.81167e-14 0 1.46506e-10 0 0 
4.59596 0.00368442 -0.00724365 -0.00724365 0 -8.19657e-17 0 -2.49023e-13 -3.25682 -3.25682 0 -1.81167e-14 0 1.48064e-10 0 0 
4.69697 0.00368442 -0.00724365 -0.00724365 0 -8.19657e-17 0 -2.49023e-13 -3.25682 -3.25682 0 -1.81167e-14 0 1.49623e-10 0 0 
4.79798 0.00368442 -0.00724365 -0.00724365 0 -8.19657e-17 0 -2.93987e-13 -3.25682 -3.25682 0 -1.81167e-14 0 1.51181e-10 0 0 
4.89899 0.00368442 -0.00724365 -0.00724365 0 -8.19657e-17 0 -3.38951e-13 -3.25682 -3.25682 0 -1.81167e-14 0 1.5274e-10 0 0 
5 0.00368442 -0.00724365 -0.00724365 0 -8.19657e-17 0 -3.38951e-13 -3.25682 -3.25682 0 -1.81167e-14 0 1.54298e-10 0 0 
5 2.22045e-16 0 0 0 0 0 8.77964e-14 2.32037e-14 2.32037e-14 0 6.31089e-30 0 1.54298e-10 0 0 
5.10263 2.22045e-16 0 0 0 0 0 8.77964e-14 2.32037e-14 2.32037e-14 0 6.31089e-30 0 1.54298e-10 0 0 
5.21 -1.11022e-16 0 0 0 0 0 -4.38982e-14 -1.16018e-14 -1.16018e-14 0 -3.15544e-30 0 1.54298e-10 0 0 
5.32233 -3.33067e-16 0 0 0 0 0 -1.31695e-13 -3.48055e-14 -3.48055e-14 0 -9.46633e-30 0 1.54298e-10 0 0 
5.43984 -2.22045e-16 0 0 0 0 0 -8.77964e-14 -2.32037e-14 -2.32037e-14 0 -6.31089e-30 0 1.54298e-10 0 0 
5.56279 -3.33067e-16 0 0 0 0 0 -1.31695e-13 -3.48055e-14 -3.48055e-14 0 -9.46633e-30 0 1.54298e-10 0 0 
5.69141 -4.44089e-16 0 0 0 0 0 -1.75593e-13 -4.64073e-14 -4.64073e-14 0 -1.26218e-29 0 1.54298e-10 0 0 
5.82597 -4.44089e-16 0 0 0 0 0 -1.75593e-13 -4.64073e-14 -4.64073e-14 0 -1.26218e-29 0 1.54298e-10 0 0 
5.96675 -3.33067e-16 0 0 0 0 0 -1.31695e-13 -3.48055e-14 -3.48055e-14 0 -9.46633e-30 0 1.54298e-10 0 0 
6.11402 -4.44089e-16 0 0 0 0 0 -1.75593e-13 -4.64073e-14 -4.64073e-14 0 -1.26218e-29 0 1.54298e-10 0 0 
6.2681 -6.10623e-16 0 0 0 0 0 -2.4144e-13 -6.38101e-14 -6.38101e-14 0 -1.73549e-29 0 1.54298e-10 0 0 
6.4293 -4.44089e-16 0 0 0 0 0 -1.75593e-13 -4.64073e-14 -4.64073e-14 0 -1.26218e-29 0 1.54298e-10 0 0 
6.59794 -5.55112e-16 0 0 0 0 0 -2.19491e-13 -5.80092e-14 -5.80092e-14 0 -1.57772e-29 0 1.54298e-10 0 0 
6.77437 -7.21645e-16 0 0 0 0 0 -2.85338e-13 -7.54119e-14 -7.54119e-14 0 -2.05104e-29 0 1.54298e-10 0 0 
6.95894 -7.21645e-16 0 0 0 0 0 -2.85338e-13 -7.54119e-14 -7.54119e-14 0 -2.05104e-29 0 1.54298e-10 0 0 
7.15204 -6.66134e-16 0 0 0 0 0 -2.63389e-13 -6.9611e-14 -6.9611e-14 0 -1.89327e-29 0 1.54298e-10 0 0 
7.35406 -4.44089e-16 0 0 0 0 0 -1.75593e-13 -4.64073e-14 -4.64073e-14 0 -1.26218e-29 0 1.54298e-10 0 0 
7.56541 -3.33067e-16 0 0 0 0 0 -1.31695e-13 -3.48055e-14 -3.48055e-14 0 -9.46633e-30 0 1.54298e-10 0 0 
7.78652 -4.44089e-16 0 0 0 0 0 -1.75593e-13 -4.64073e-14 -4.64073e-14 0 -1.26218e-29 0 1.54298e-10 0 0 
8.01784 -5.55112e-16 0 0 0 0 0 -2.19491e-13 -5.80092e-14 -5.80092e-14 0 -1.57772e-29 0 1.54298e-10 0 0 
8.25984 -5.55112e-16 0 0 0 0 0 -2.19491e-13 -5.80092e-14 -5.80092e-14 0 -1.57772e-29 0 1.54298e-10 0 0 
8.51303 -4.44089e-16 0 0 0 0 0 -1.75593e-13 -4.64073e-14 -4.64073e-14 0 -1.26218e-29 0 1.54298e-10 0 0 
8.7779 -4.996e-16 0 0 0 0 0 -1.97542e-13 -5.22082e-14 -5.22082e-14 0 -1.41995e-29 0 1.54298e-10 0 0 
9.05501 -6.10623e-16 0 0 0 0 0 -2.4144e-13 -6.38101e-14 -6.38101e-14 0 -1.73549e-29 0 1.54298e-10 0 0 
9.34491 -5.55112e-16 0 0 0 0 0 -2.19491e-13 -5.80092e-14 -5.80092e-14 0 -1.57772e-29 0 1.54298e-10 0 0 
9.6482 -4.71845e-16 0 0 0 0 0 -1.86567e-13 -4.93078e-14 -4.93078e-14 0 -1.34106e-29 0 1.54298e-10 0 0 
9.9655 -3.60822e-16 0 0 0 0 0 -1.42669e-13 -3.77059e-14 -3.77059e-14 0 -1.02552e-29 0 1.54298e-10 0 0 
10.2975 -3.60822e-16 0 0 0 0 0 -1.42669e-13 -3.77059e-14 -3.77059e-14 0 -1.02552e-29 0 1.54298e-10 0 0 
10.6447 -3.05311e-16 0 0 0 0 0 -1.2072e-13 -3.1905e-14 -3.1905e-14 0 -8.67747e-30 0 1.54298e-10 0 0 
11.0081 -1.38778e-16 0 0 0 0 0 -5.48728e-14 -1.45023e-14 -1.45023e-14 0 -3.9443e-30 0 1.54298e-10 0 0 
11.3882 -8.32667e-17 0 0 0 0 0 -3.29237e-14 -8.70137e-15 -8.70137e-15 0 -2.36658e-30 0 1.54298e-10 0 0 
11.7858 -1.38778e-16 0 0 0 0 0 -5.48728e-14 -1.45023e-14 -1.45023e-14 0 -3.9443e-30 0 1.54298e-10 0 0 
12.2018 -1.38778e-16 0 0 0 0 0 -5.48728e-14 -1.45023e-14 -1.45023e-14 0 -3.9443e-30 0 1.54298e-10 0 0 
12.6371 -1.38778e-16 0 0 0 0 0 -5.48728e-14 -1.45023e-14 -1.45023e-14 0 -3.9443e-30 0 1.54298e-10 0 0 
13.0924 -2.22045e-16 0 0 0 0 0 -8.77964e-14 -2.32037e-14 -2.32037e-14 0 -6.31089e-30 0 1.54298e-10 0 0 
13.5688 -2.22045e-16 0 0 0 0 0 -8.77964e-14 -2.32037e-14 -2.32037e-14 0 -6.31089e-30 0 1.54298e-10 0 0 
14.0672 -2.22045e-16 0 0 0 0 0 -8.77964e-14 -2.32037e-14 -2.32037e-14 0 -6.31089e-30 0 1.54298e-10 0 0 
14.5885 -2.77556e-16 0 0 0 0 0 -1.09746e-13 -2.90046e-14 -2.90046e-14 0 -7.88861e-30 0 1.54298e-10 0 0 
15.134 -2.498e-16 0 0 0 0 0 -9.8771e-14 -2.61041e-14 -2.61041e-14 0 -7.09975e-30 0 1.54298e-10 0 0 
15.7046 -1.94289e-16 0 0 0 0 0 -7.68219e-14 -2.03032e-14 -2.03032e-14 0 -5.52203e-30 0 1.54298e-10 0 0 
16.3017 -1.80411e-16 0 0 0 0 0 -7.13346e-14 -1.8853e-14 -1.8853e-14 0 -5.1276e-30 0 1.54298e-10 0 0 
16.9262 -1.66533e-16 0 0 0 0 0 -6.58473e-14 -1.74027e-14 -1.74027e-14 0 -4.73317e-30 0 1.54298e-10 0 0 
17.5797 -1.38778e-16 0 0 0 0 0 -5.48728e-14 -1.45023e-14 -1.45023e-14 0 -3.9443e-30 0 1.54298e-10 0 0 
18.2633 -1.66533e-16 0 0 0 0 0 -6.58473e-14 -1.74027e-14 -1.74027e-14 0 -4.73317e-30 0 1.54298e-10 0 0 
18.9784 -1.80411e-16 0 0 0 0 0 -7.13346e-14 -1.8853e-14 -1.8853e-14 0 -5.1276e-30 0 1.54298e-10 0 0 
19.7266 -1.66533e-16 0 0 0 0 0 -6.58473e-14 -1.74027e-14 -1.74027e-14 0 -4.73317e-30 0 1.54298e-10 0 0 
20.5094 -1.249e-16 0 0 0 0 0 -4.93855e-14 -1.30521e-14 -1.30521e-14 0 -3.54987e-30 0 1.54298e-10 0 0 
21.3283 -8.32667e-17 0 0 0 0 0 -3.29237e-14 -8.70137e-15 -8.70137e-15 0 -2.36658e-30 0 1.54298e-10 0 0 
22.185 -6.93889e-17 0 0 0 0 0 -2.74364e-14 -7.25114e-15 -7.25114e-15 0 -1.97215e-30 0 1.54298e-10 0 0 
23.0813 -4.16334e-17 0 0 0 0 0 -1.64618e-14 -4.35069e-15 -4.35069e-15 0 -1.18329e-30 0 1.54298e-10 0 0 
24.019 0 0 0 0 0 0 0 0 0 0 0 0 1.54298e-10 0 0 
25 2.77556e-17 0 0 0 0 0 1.09746e-14 2.90046e-15 2.90046e-15 0 7.88861e-31 0 1.54298e-10 0 0 
