# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 ProbabilityDensity_0
# 3 ProbabilityDensity_1
# 4 ProbabilityDensity_2
# 5 ProbabilityDensity_3
# 6 eDensity
# 7 hDensity
# x ProbabilityDensity_0 ProbabilityDensity_1 ProbabilityDensity_2 ProbabilityDensity_3 eDensity hDensity 
-0.252525 1.60628e+06 23272.9 1.21496e+06 6824.6 1.16351e+19 0 
-0.151515 1.61095e+06 8406.75 1.24113e+06 2356.69 1.16182e+19 0 
-0.0505051 1.61329e+06 935.347 1.25435e+06 199.821 1.16097e+19 0 
0.0505051 1.61329e+06 936.423 1.25434e+06 415.115 1.16097e+19 0 
0.151515 1.61095e+06 8409.97 1.24111e+06 2996.47 1.16182e+19 0 
0.252525 1.60628e+06 23278.3 1.21493e+06 7870.74 1.16351e+19 0 
0.353535 1.59929e+06 45386.8 1.17636e+06 14899.9 1.16602e+19 0 
0.454545 1.59002e+06 74506.1 1.12621e+06 23884.8 1.16929e+19 0 
0.555556 1.5785e+06 110334 1.06557e+06 34571.4 1.17328e+19 0 
0.656566 1.56477e+06 152500 995695 46657.2 1.17793e+19 0 
0.757576 1.54889e+06 200569 918085 59800.9 1.18315e+19 0 
0.858586 1.53091e+06 254046 834378 73631.4 1.18885e+19 0 
0.959596 1.51091e+06 312382 746344 87758.8 1.19493e+19 0 
1.06061 1.48895e+06 374979 655842 101785 1.20128e+19 0 
1.16162 1.46512e+06 441201 564780 115317 1.20778e+19 0 
1.26263 1.4395e+06 510375 475075 127974 1.21429e+19 0 
1.36364 1.4122e+06 581803 388612 139402 1.22068e+19 0 
1.46465 1.38329e+06 654767 307205 149282 1.22679e+19 0 
1.56566 1.35289e+06 728538 232558 157339 1.23248e+19 0 
1.66667 1.3211e+06 802385 166231 163350 1.23758e+19 0 
1.76768 1.28803e+06 875580 109605 167151 1.24193e+19 0 
1.86869 1.25379e+06 947405 63857.5 168638 1.24537e+19 0 
1.9697 1.21848e+06 1.01716e+06 29938.3 167773 1.24774e+19 0 
2.07071 1.18223e+06 1.08418e+06 8548.82 164584 1.24886e+19 0 
2.17172 1.14515e+06 1.14782e+06 130.327 159163 1.24859e+19 0 
2.27273 1.10735e+06 1.20749e+06 4856.19 151666 1.24676e+19 0 
2.37374 1.06894e+06 1.26262e+06 22629.6 142303 1.24323e+19 0 
2.47475 1.03004e+06 1.3127e+06 53087 131337 1.23785e+19 0 
2.57576 990767 1.35729e+06 95607.6 119075 1.23049e+19 0 
2.67677 951219 1.39599e+06 149327 105858 1.22104e+19 0 
2.77778 911509 1.42845e+06 213157 92053 1.20939e+19 0 
2.87879 871742 1.45441e+06 285807 78042.1 1.19545e+19 0 
2.9798 832021 1.47366e+06 365817 64211.7 1.17914e+19 0 
3.08081 792447 1.48605e+06 451580 50942.5 1.16041e+19 0 
3.18182 753114 1.49151e+06 541383 38598.6 1.13923e+19 0 
3.28283 714117 1.49002e+06 633437 27518 1.11558e+19 0 
3.38384 675545 1.48163e+06 725917 18003.1 1.08947e+19 0 
3.48485 637483 1.46648e+06 816994 10313.2 1.06093e+19 0 
3.58586 600013 1.44473e+06 904877 4657.11 1.03002e+19 0 
3.68687 563213 1.41662e+06 987845 1188.19 9.96812e+18 0 
3.78788 527156 1.38244e+06 1.06428e+06 0.215656 9.61413e+18 0 
3.88889 491911 1.34255e+06 1.13271e+06 1125.23 9.23948e+18 0 
3.9899 457545 1.29733e+06 1.1918e+06 4533.01 8.84566e+18 0 
4.09091 424119 1.24723e+06 1.24044e+06 10132.2 8.43441e+18 0 
4.19192 391690 1.19273e+06 1.27769e+06 17772.9 8.00765e+18 0 
4.29293 360311 1.13432e+06 1.30288e+06 27251.2 7.56754e+18 0 
4.39394 330031 1.07257e+06 1.31554e+06 38314.9 7.1164e+18 0 
4.49495 300897 1.00803e+06 1.31547e+06 50670.2 6.65675e+18 0 
4.59596 272949 941295 1.30269e+06 63989.9 6.19122e+18 0 
4.69697 246226 872958 1.2775e+06 77922.3 5.72261e+18 0 
4.79798 220763 803627 1.2404e+06 92100.5 5.2538e+18 0 
4.89899 196589 733913 1.19215e+06 106152 4.78777e+18 0 
5 173734 664424 1.13371e+06 119709 4.32753e+18 0 
5 173734 664424 1.13371e+06 119709 4.32753e+18 0 
5.1072 144281 571021 1.04526e+06 139484 3.71358e+18 0 
5.22474 117667 483499 955788 162446 3.14236e+18 0 
5.35362 94067.5 402750 866041 189003 2.61898e+18 0 
5.49493 73573.1 329508 776856 219567 2.14733e+18 0 
5.64988 56176.7 264309 689144 254530 1.72991e+18 0 
5.81978 41775.8 207455 603864 294222 1.3676e+18 0 
6.00607 30178.4 158987 521995 338861 1.05966e+18 0 
6.21033 21117.2 118685 444499 388478 8.03751e+17 0 
6.4343 14268.8 86079.3 372275 442817 5.96135e+17 0 
6.67987 9278.09 60481.9 306115 501218 4.3193e+17 0 
6.94914 5783.91 41040.5 246655 562461 3.05487e+17 0 
7.24439 3442.62 26801.8 194330 624601 2.10792e+17 0 
7.56812 1947.63 16781.9 149346 684799 1.41867e+17 0 
7.92309 1042.17 10033.4 111657 739169 9.31204e+16 0 
