# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 ProbabilityDensity_0
# 3 ProbabilityDensity_1
# 4 ProbabilityDensity_2
# 5 ProbabilityDensity_3
# 6 ProbabilityDensity_4
# 7 ProbabilityDensity_5
# 8 ProbabilityDensity_6
# 9 ProbabilityDensity_7
# 10 ProbabilityDensity_8
# 11 ProbabilityDensity_9
# 12 ProbabilityDensity_10
# 13 ProbabilityDensity_11
# 14 ProbabilityDensity_12
# 15 eDensity
# 16 hDensity
# x ProbabilityDensity_0 ProbabilityDensity_1 ProbabilityDensity_2 ProbabilityDensity_3 ProbabilityDensity_4 ProbabilityDensity_5 ProbabilityDensity_6 ProbabilityDensity_7 ProbabilityDensity_8 ProbabilityDensity_9 ProbabilityDensity_10 ProbabilityDensity_11 ProbabilityDensity_12 eDensity hDensity 
-0.959596 1.2823e+06 1.2823e+06 1.25113e+06 1.25113e+06 298467 298467 1.09844e+06 1.09844e+06 210788 210788 917300 917300 6930.98 0 1.43337e+19 
-0.858586 1.28348e+06 1.28348e+06 1.25788e+06 1.25788e+06 241291 241291 1.22313e+06 1.22313e+06 170354 170354 780286 780286 10913.8 0 1.4349e+19 
-0.757576 1.28432e+06 1.28432e+06 1.26385e+06 1.26385e+06 189479 189479 1.34115e+06 1.34115e+06 133746 133746 640693 640693 15499.7 0 1.436e+19 
-0.656566 1.28489e+06 1.28489e+06 1.26903e+06 1.26903e+06 143382 143382 1.45013e+06 1.45013e+06 101196 101196 503904 503904 20481.6 0 1.43675e+19 
-0.555556 1.28526e+06 1.28526e+06 1.27346e+06 1.27346e+06 103309 103309 1.54789e+06 1.54789e+06 72910.2 72910.2 375168 375168 25635.4 0 1.43724e+19 
-0.454545 1.28548e+06 1.28548e+06 1.27712e+06 1.27712e+06 69520.7 69520.7 1.6325e+06 1.6325e+06 49065.2 49065.2 259406 259406 30729.6 0 1.43752e+19 
-0.353535 1.2856e+06 1.2856e+06 1.28004e+06 1.28004e+06 42232.1 42232.1 1.70227e+06 1.70227e+06 29809 29809 161029 161029 35536 0 1.43767e+19 
-0.252525 1.28566e+06 1.28566e+06 1.28223e+06 1.28223e+06 21615.6 21615.6 1.75583e+06 1.75583e+06 15260.7 15260.7 83774.2 83774.2 39839.2 0 1.43774e+19 
-0.151515 1.28568e+06 1.28568e+06 1.28368e+06 1.28368e+06 7799.34 7799.34 1.79213e+06 1.79213e+06 5509.55 5509.55 30570.9 30570.9 43447.1 0 1.43775e+19 
-0.0505051 1.28569e+06 1.28569e+06 1.28441e+06 1.28441e+06 868.475 868.475 1.81047e+06 1.81047e+06 615.289 615.289 3433.42 3433.42 46198.3 0 1.43776e+19 
0.0505051 1.28569e+06 1.28569e+06 1.28441e+06 1.28441e+06 865.488 865.488 1.81047e+06 1.81047e+06 607.831 607.831 3388.37 3388.37 47969.7 0 1.43776e+19 
0.151515 1.28568e+06 1.28568e+06 1.28369e+06 1.28369e+06 7790.4 7790.4 1.79215e+06 1.79215e+06 5487.23 5487.23 30437.4 30437.4 48682 0 1.43775e+19 
0.252525 1.28566e+06 1.28566e+06 1.28223e+06 1.28223e+06 21600.8 21600.8 1.75586e+06 1.75586e+06 15223.7 15223.7 83557.3 83557.3 48302.7 0 1.43774e+19 
0.353535 1.2856e+06 1.2856e+06 1.28005e+06 1.28005e+06 42211.5 42211.5 1.70231e+06 1.70231e+06 29757.5 29757.5 160737 160737 46848.4 0 1.43767e+19 
0.454545 1.28549e+06 1.28549e+06 1.27713e+06 1.27713e+06 69494.3 69494.3 1.63255e+06 1.63255e+06 48999.4 48999.4 259050 259050 44383.1 0 1.43752e+19 
0.555556 1.28527e+06 1.28527e+06 1.27347e+06 1.27347e+06 103278 103278 1.54795e+06 1.54795e+06 72830.7 72830.7 374761 374761 41016.5 0 1.43724e+19 
0.656566 1.2849e+06 1.2849e+06 1.26905e+06 1.26905e+06 143345 143345 1.4502e+06 1.4502e+06 101103 101103 503462 503462 36898.5 0 1.43676e+19 
0.757576 1.28433e+06 1.28433e+06 1.26386e+06 1.26386e+06 189436 189436 1.34122e+06 1.34122e+06 133640 133640 640233 640233 32213.2 0 1.436e+19 
0.858586 1.28349e+06 1.28349e+06 1.2579e+06 1.2579e+06 241244 241244 1.22321e+06 1.22321e+06 170237 170237 779826 779826 27170.6 0 1.4349e+19 
0.959596 1.28232e+06 1.28232e+06 1.25115e+06 1.25115e+06 298415 298415 1.09853e+06 1.09853e+06 210659 210659 916856 916856 21997.4 0 1.43338e+19 
1.06061 1.28072e+06 1.28072e+06 1.24359e+06 1.24359e+06 360549 360549 969704 969704 254648 254648 1.04601e+06 1.04601e+06 16927.1 0 1.43135e+19 
1.16162 1.27861e+06 1.27861e+06 1.2352e+06 1.2352e+06 427199 427199 839375 839375 301916 301916 1.16224e+06 1.16224e+06 12189.3 0 1.42873e+19 
