# Parameter sweep (sweep_drain)
# Simulation    : driftdiffusion
# Sweep variable: $Vd
# Data ordering : column
# Data:
# --------------------------------------------------
# Name                     Units          Type
# --------------------------------------------------
# drain.current            A              real
# gate.current             A              real
# source.current           A              real
# --------------------------------------------------
#
# $Vd drain.current gate.current source.current 
0 0 0 0
0.05 -2.15734e-06 -6.95952e-13 2.15734e-06
0.1 -3.12879e-06 9.32531e-14 3.12879e-06
0.15 -3.68785e-06 1.09915e-13 3.68785e-06
0.2 -4.23515e-06 1.05112e-14 4.23515e-06
0.25 -4.75927e-06 1.41849e-13 4.75927e-06
0.3 -5.23697e-06 1.59671e-13 5.23697e-06
0.35 -5.68138e-06 1.69227e-13 5.68138e-06
0.4 -6.11092e-06 1.79169e-13 6.11092e-06
0.45 -6.53517e-06 1.93062e-13 6.53517e-06
0.5 -6.95648e-06 2.07298e-13 6.95648e-06
0.55 -7.37439e-06 2.19841e-13 7.37439e-06
0.6 -7.78878e-06 2.3254e-13 7.78878e-06
0.65 -8.2001e-06 2.46242e-13 8.2001e-06
0.7 -8.60891e-06 2.57095e-13 8.60891e-06
0.75 -9.01357e-06 2.6906e-13 9.01357e-06
0.8 -9.41039e-06 2.80447e-13 9.41039e-06
0.85 -9.79759e-06 2.92081e-13 9.79759e-06
0.9 -1.01755e-05 3.03311e-13 1.01755e-05
0.95 -1.05453e-05 3.14251e-13 1.05453e-05
1 -1.09079e-05 3.25131e-13 1.09079e-05
1.05 -1.12641e-05 3.35722e-13 1.12641e-05
1.1 -1.1615e-05 3.46183e-13 1.1615e-05
1.15 -1.19611e-05 3.56493e-13 1.19611e-05
1.2 -1.23031e-05 3.66747e-13 1.23031e-05
1.25 -1.26411e-05 3.76834e-13 1.26411e-05
1.3 -1.29755e-05 3.8724e-13 1.29755e-05
1.35 -1.33063e-05 3.9663e-13 1.33063e-05
1.4 -1.36336e-05 4.06354e-13 1.36336e-05
1.45 -1.39574e-05 4.16009e-13 1.39574e-05
1.5 -1.42775e-05 4.2555e-13 1.42775e-05
1.55 -1.45939e-05 4.35265e-13 1.45939e-05
1.6 -1.49068e-05 4.45246e-13 1.49068e-05
1.65 -1.5216e-05 4.56673e-13 1.5216e-05
1.7 -1.55216e-05 4.62627e-13 1.55216e-05
1.75 -1.58239e-05 4.77095e-13 1.58239e-05
1.8 -1.61224e-05 4.80516e-13 1.61224e-05
1.85 -1.64169e-05 4.8933e-13 1.64169e-05
1.9 -1.6707e-05 4.98142e-13 1.6707e-05
1.95 -1.69926e-05 5.06792e-13 1.69926e-05
2 -1.72726e-05 5.14961e-13 1.72726e-05
2.05 -1.7546e-05 5.2296e-13 1.7546e-05
2.1 -1.78134e-05 5.30913e-13 1.78134e-05
2.15 -1.8073e-05 5.38673e-13 1.8073e-05
2.2 -1.83252e-05 5.39625e-13 1.83252e-05
2.25 -1.85712e-05 5.53514e-13 1.85712e-05
2.3 -1.8812e-05 5.57477e-13 1.8812e-05
2.35 -1.90486e-05 5.67104e-13 1.90486e-05
2.4 -1.92816e-05 5.74683e-13 1.92816e-05
2.45 -1.95113e-05 5.81535e-13 1.95112e-05
2.5 -1.97376e-05 5.88032e-13 1.97376e-05
2.55 -1.99607e-05 6.05705e-13 1.99607e-05
2.6 -2.01806e-05 6.01481e-13 2.01806e-05
2.65 -2.03972e-05 6.07505e-13 2.03972e-05
2.7 -2.06105e-05 6.14037e-13 2.06105e-05
2.75 -2.08204e-05 6.20566e-13 2.08204e-05
2.8 -2.10264e-05 6.26705e-13 2.10264e-05
2.85 -2.12285e-05 6.32741e-13 2.12285e-05
2.9 -2.14277e-05 6.38664e-13 2.14277e-05
2.95 -2.16245e-05 6.44528e-13 2.16245e-05
3 -2.1813e-05 6.49517e-13 2.1813e-05
3.05 -2.19862e-05 6.55313e-13 2.19862e-05
3.1 -2.21432e-05 6.59987e-13 2.21432e-05
3.15 -2.22834e-05 6.64165e-13 2.22834e-05
3.2 -2.24104e-05 6.67976e-13 2.24104e-05
3.25 -2.25351e-05 6.71664e-13 2.2535e-05
3.3 -2.26583e-05 6.75346e-13 2.26583e-05
3.35 -2.27732e-05 6.83602e-13 2.27732e-05
3.4 -2.28762e-05 6.81012e-13 2.28762e-05
3.45 -2.29658e-05 6.8451e-13 2.29658e-05
3.5 -2.30413e-05 6.86762e-13 2.30413e-05
