# Parameter sweep (sweep_drain)
# Simulation    : driftdiffusion
# Sweep variable: $Vd
# Data ordering : column
# Data:
# --------------------------------------------------
# Name                     Units          Type
# --------------------------------------------------
# drain.current            A              real
# gate.current             A              real
# source.current           A              real
# --------------------------------------------------
#
# $Vd drain.current gate.current source.current 
0 0 0 0
0.05 -1.922e-06 1.47155e-13 1.922e-06
0.1 -2.73394e-06 6.51567e-14 2.73394e-06
0.15 -3.25688e-06 7.68455e-14 3.25688e-06
0.2 -3.72365e-06 8.88738e-14 3.72365e-06
0.25 -4.15813e-06 9.9086e-14 4.15813e-06
0.3 -4.57084e-06 1.08926e-13 4.57084e-06
0.35 -4.9648e-06 1.18289e-13 4.9648e-06
0.4 -5.34652e-06 1.27399e-13 5.34652e-06
0.45 -5.71557e-06 1.36186e-13 5.71557e-06
0.5 -6.07194e-06 1.50904e-13 6.07194e-06
0.55 -6.41698e-06 1.40544e-13 6.41698e-06
0.6 -6.75455e-06 1.64351e-13 6.75455e-06
0.65 -7.08623e-06 1.84563e-13 7.08623e-06
0.7 -7.40899e-06 1.76543e-13 7.40899e-06
0.75 -7.72151e-06 1.83994e-13 7.72151e-06
0.8 -8.0236e-06 1.91184e-13 8.0236e-06
0.85 -8.31679e-06 1.98172e-13 8.31679e-06
0.9 -8.59748e-06 2.19323e-13 8.59748e-06
0.95 -8.8654e-06 2.11258e-13 8.8654e-06
1 -9.12329e-06 2.17635e-13 9.12329e-06
1.05 -9.37234e-06 2.23425e-13 9.37234e-06
1.1 -9.60701e-06 3.92539e-13 9.60701e-06
1.15 -9.8253e-06 2.33846e-13 9.8253e-06
1.2 -1.00268e-05 2.38914e-13 1.00268e-05
1.25 -1.02085e-05 2.43259e-13 1.02085e-05
1.3 -1.03683e-05 2.4706e-13 1.03683e-05
1.35 -1.05037e-05 2.50284e-13 1.05037e-05
1.4 -1.06139e-05 3.28479e-13 1.06139e-05
1.45 -1.06985e-05 2.68449e-13 1.06985e-05
1.5 -1.07588e-05 2.5714e-13 1.07588e-05
1.55 -1.07977e-05 2.57293e-13 1.07977e-05
1.6 -1.08199e-05 2.57818e-13 1.08199e-05
1.65 -1.08314e-05 2.3218e-13 1.08314e-05
1.7 -1.08377e-05 2.50997e-13 1.08377e-05
1.75 -1.08416e-05 2.54083e-13 1.08416e-05
1.8 -1.08445e-05 2.56591e-13 1.08445e-05
1.85 -1.08468e-05 2.57731e-13 1.08468e-05
1.9 -1.08487e-05 2.58311e-13 1.08487e-05
1.95 -1.08503e-05 2.58591e-13 1.08503e-05
2 -1.08517e-05 2.5862e-13 1.08517e-05
2.05 -1.0853e-05 2.5863e-13 1.0853e-05
2.1 -1.08541e-05 2.58647e-13 1.08541e-05
2.15 -1.08551e-05 2.58668e-13 1.08551e-05
2.2 -1.08561e-05 2.58685e-13 1.08561e-05
2.25 -1.08569e-05 2.58705e-13 1.08569e-05
2.3 -1.08577e-05 2.58723e-13 1.08577e-05
2.35 -1.08585e-05 2.58741e-13 1.08585e-05
2.4 -1.08592e-05 2.58755e-13 1.08592e-05
2.45 -1.08598e-05 2.58772e-13 1.08598e-05
2.5 -1.08605e-05 2.58788e-13 1.08605e-05
2.55 -1.08611e-05 2.58801e-13 1.08611e-05
2.6 -1.08616e-05 2.58815e-13 1.08616e-05
2.65 -1.08622e-05 2.58827e-13 1.08622e-05
2.7 -1.08627e-05 2.58841e-13 1.08627e-05
2.75 -1.08632e-05 2.58852e-13 1.08632e-05
2.8 -1.08637e-05 2.58864e-13 1.08637e-05
2.85 -1.08641e-05 2.58874e-13 1.08641e-05
2.9 -1.08646e-05 2.58886e-13 1.08646e-05
2.95 -1.0865e-05 2.58896e-13 1.0865e-05
3 -1.08654e-05 2.58913e-13 1.08654e-05
3.05 -1.08658e-05 2.58933e-13 1.08658e-05
3.1 -1.08662e-05 2.58911e-13 1.08662e-05
3.15 -1.08665e-05 2.56743e-13 1.08665e-05
3.2 -1.08669e-05 2.42994e-13 1.08669e-05
3.25 -1.08673e-05 2.47541e-13 1.08673e-05
3.3 -1.08676e-05 2.55467e-13 1.08676e-05
3.35 -1.08679e-05 2.58009e-13 1.08679e-05
3.4 -1.08683e-05 2.58672e-13 1.08683e-05
3.45 -1.08686e-05 2.58864e-13 1.08686e-05
3.5 -1.08689e-05 2.58937e-13 1.08689e-05
