# Parameter sweep (sweep_drain)
# Simulation    : driftdiffusion
# Sweep variable: $Vd
# Data ordering : column
# Data:
# --------------------------------------------------
# Name                     Units          Type
# --------------------------------------------------
# drain.current            A              real
# gate.current             A              real
# source.current           A              real
# --------------------------------------------------
#
# $Vd drain.current gate.current source.current 
0 0 0 0
0.05 -1.87388e-06 1.40301e-13 1.87388e-06
0.1 -2.65746e-06 6.33548e-14 2.65746e-06
0.15 -3.16155e-06 7.66671e-14 3.16155e-06
0.2 -3.60952e-06 8.60365e-14 3.60952e-06
0.25 -4.02443e-06 9.60262e-14 4.02443e-06
0.3 -4.41588e-06 1.05226e-13 4.41588e-06
0.35 -4.7871e-06 1.14101e-13 4.7871e-06
0.4 -5.14493e-06 1.22592e-13 5.14493e-06
0.45 -5.48555e-06 1.53203e-13 5.48555e-06
0.5 -5.80964e-06 1.3843e-13 5.80964e-06
0.55 -6.121e-06 1.45848e-13 6.121e-06
0.6 -6.42099e-06 1.54445e-13 6.42099e-06
0.65 -6.70931e-06 1.59874e-13 6.70931e-06
0.7 -6.97978e-06 1.66315e-13 6.97978e-06
0.75 -7.23135e-06 1.72371e-13 7.23135e-06
0.8 -7.46371e-06 1.77845e-13 7.46371e-06
0.85 -7.6716e-06 1.82785e-13 7.6716e-06
0.9 -7.85418e-06 1.87124e-13 7.85418e-06
0.95 -8.0088e-06 1.90831e-13 8.0088e-06
1 -8.13304e-06 1.93795e-13 8.13304e-06
1.05 -8.22602e-06 2.10199e-13 8.22602e-06
1.1 -8.28939e-06 1.97729e-13 8.28939e-06
1.15 -8.32789e-06 1.98441e-13 8.32789e-06
1.2 -8.34853e-06 1.9893e-13 8.34853e-06
1.25 -8.35897e-06 1.82273e-13 8.35897e-06
1.3 -8.36485e-06 1.92082e-13 8.36485e-06
1.35 -8.36877e-06 1.90142e-13 8.36877e-06
1.4 -8.37171e-06 1.72692e-13 8.37171e-06
1.45 -8.37408e-06 1.04002e-13 8.37408e-06
1.5 -8.37606e-06 -1.80238e-13 8.37606e-06
1.55 -8.37777e-06 1.9958e-13 8.37777e-06
1.6 -8.37928e-06 1.99667e-13 8.37928e-06
1.65 -8.38064e-06 1.99697e-13 8.38064e-06
1.7 -8.38187e-06 2.19645e-13 8.38187e-06
1.75 -8.38299e-06 2.01741e-13 8.38299e-06
1.8 -8.38403e-06 1.98928e-13 8.38403e-06
1.85 -8.38499e-06 1.99922e-13 8.38499e-06
1.9 -8.38589e-06 2.00439e-13 8.38589e-06
1.95 -8.38672e-06 2.00267e-13 8.38672e-06
2 -8.38751e-06 2.00051e-13 8.38751e-06
2.05 -8.38824e-06 1.99955e-13 8.38824e-06
2.1 -8.38894e-06 1.9993e-13 8.38894e-06
2.15 -8.38959e-06 1.99929e-13 8.38959e-06
2.2 -8.39021e-06 1.99938e-13 8.39021e-06
2.25 -8.3908e-06 1.99949e-13 8.3908e-06
2.3 -8.39136e-06 1.99962e-13 8.39136e-06
2.35 -8.39189e-06 1.99975e-13 8.39189e-06
2.4 -8.39241e-06 1.99987e-13 8.39241e-06
2.45 -8.3929e-06 2e-13 8.3929e-06
2.5 -8.39337e-06 2.00013e-13 8.39337e-06
2.55 -8.39383e-06 2.00028e-13 8.39383e-06
2.6 -8.39427e-06 2.00054e-13 8.39427e-06
2.65 -8.3947e-06 2.00258e-13 8.3947e-06
2.7 -8.39511e-06 2.00041e-13 8.39511e-06
2.75 -8.39551e-06 2.0003e-13 8.39551e-06
2.8 -8.3959e-06 1.97273e-13 8.3959e-06
2.85 -8.39628e-06 2.00058e-13 8.39628e-06
2.9 -8.39665e-06 1.55539e-13 8.39665e-06
2.95 -8.397e-06 1.79393e-13 8.397e-06
3 -8.39735e-06 1.88913e-13 8.39735e-06
3.05 -8.39769e-06 1.93432e-13 8.39769e-06
3.1 -8.39802e-06 1.95744e-13 8.39802e-06
3.15 -8.39834e-06 1.97011e-13 8.39834e-06
3.2 -8.39866e-06 1.97859e-13 8.39866e-06
3.25 -8.39897e-06 1.98485e-13 8.39897e-06
3.3 -8.39927e-06 1.9879e-13 8.39927e-06
3.35 -8.39956e-06 1.9922e-13 8.39956e-06
3.4 -8.39985e-06 1.99341e-13 8.39985e-06
3.45 -8.40013e-06 1.99558e-13 8.40013e-06
3.5 -8.4004e-06 1.99748e-13 8.4004e-06
