# Parameter sweep (sweep_drain)
# Simulation    : driftdiffusion
# Sweep variable: $Vd
# Data ordering : column
# Data:
# --------------------------------------------------
# Name                     Units          Type
# --------------------------------------------------
# drain.current            A              real
# gate.current             A              real
# source.current           A              real
# --------------------------------------------------
#
# $Vd drain.current gate.current source.current 
0 0 0 0
0.05 -1.56019e-06 2.52111e-14 1.56019e-06
0.1 -2.15858e-06 5.14436e-14 2.15858e-06
0.15 -2.492e-06 5.94904e-14 2.492e-06
0.2 -2.73735e-06 6.5318e-14 2.73735e-06
0.25 -2.90824e-06 6.93041e-14 2.90824e-06
0.3 -3.01107e-06 6.99733e-14 3.01107e-06
0.35 -3.06086e-06 3.99039e-14 3.06086e-06
0.4 -3.08144e-06 7.34185e-14 3.08144e-06
0.45 -3.0911e-06 -9.34374e-13 3.0911e-06
0.5 -3.09704e-06 7.05309e-14 3.09704e-06
0.55 -3.10135e-06 7.25896e-14 3.10135e-06
0.6 -3.10474e-06 7.39945e-14 3.10474e-06
0.65 -3.10754e-06 7.46052e-14 3.10754e-06
0.7 -3.10992e-06 6.96031e-14 3.10992e-06
0.75 -3.11199e-06 5.69562e-14 3.11199e-06
0.8 -3.11383e-06 -1.24589e-14 3.11383e-06
0.85 -3.11549e-06 -4.70853e-13 3.11549e-06
0.9 -3.117e-06 7.32239e-14 3.117e-06
0.95 -3.11839e-06 7.58333e-14 3.11839e-06
1 -3.11968e-06 7.43717e-14 3.11968e-06
1.05 -3.12088e-06 1.21677e-13 3.12088e-06
1.1 -3.122e-06 7.99544e-14 3.122e-06
1.15 -3.12304e-06 7.58651e-14 3.12304e-06
1.2 -3.12403e-06 7.49612e-14 3.12403e-06
1.25 -3.12495e-06 7.47036e-14 3.12495e-06
1.3 -3.12583e-06 7.4632e-14 3.12583e-06
1.35 -3.12666e-06 7.46244e-14 3.12666e-06
1.4 -3.12746e-06 7.46198e-14 3.12746e-06
1.45 -3.12822e-06 7.46031e-14 3.12821e-06
1.5 -3.12894e-06 7.45803e-14 3.12894e-06
1.55 -3.12964e-06 7.45566e-14 3.12964e-06
1.6 -3.13031e-06 7.45066e-14 3.13031e-06
1.65 -3.13096e-06 7.39813e-14 3.13096e-06
1.7 -3.13158e-06 6.99019e-14 3.13158e-06
1.75 -3.13219e-06 6.85527e-14 3.13219e-06
1.8 -3.13277e-06 6.83726e-14 3.13277e-06
1.85 -3.13333e-06 5.03682e-14 3.13333e-06
1.9 -3.13388e-06 7.46352e-14 3.13388e-06
1.95 -3.13441e-06 7.46879e-14 3.13441e-06
2 -3.13492e-06 7.46018e-14 3.13492e-06
2.05 -3.13542e-06 7.39487e-14 3.13542e-06
2.1 -3.13591e-06 7.46319e-14 3.13591e-06
2.15 -3.13639e-06 7.34639e-14 3.13639e-06
2.2 -3.13685e-06 7.4746e-14 3.13685e-06
2.25 -3.1373e-06 7.34458e-14 3.1373e-06
2.3 -3.13774e-06 7.47671e-14 3.13774e-06
2.35 -3.13817e-06 7.47768e-14 3.13817e-06
2.4 -3.13859e-06 7.45682e-14 3.13859e-06
2.45 -3.13899e-06 7.47514e-14 3.13899e-06
2.5 -3.13939e-06 7.48064e-14 3.13939e-06
2.55 -3.13978e-06 7.48068e-14 3.13978e-06
2.6 -3.14016e-06 7.48245e-14 3.14016e-06
2.65 -3.14053e-06 7.48332e-14 3.14053e-06
2.7 -3.14089e-06 7.48417e-14 3.14089e-06
2.75 -3.14124e-06 7.48502e-14 3.14124e-06
2.8 -3.14158e-06 7.47369e-14 3.14158e-06
2.85 -3.14191e-06 7.48653e-14 3.14191e-06
2.9 -3.14223e-06 7.46324e-14 3.14223e-06
2.95 -3.14255e-06 7.47163e-14 3.14255e-06
3 -3.14287e-06 7.48888e-14 3.14287e-06
3.05 -3.14318e-06 7.4894e-14 3.14318e-06
3.1 -3.14348e-06 7.4903e-14 3.14348e-06
3.15 -3.14378e-06 7.49085e-14 3.14378e-06
3.2 -3.14407e-06 7.48626e-14 3.14407e-06
3.25 -3.14436e-06 7.49245e-14 3.14436e-06
3.3 -3.14464e-06 7.48545e-14 3.14464e-06
3.35 -3.14492e-06 7.48814e-14 3.14492e-06
3.4 -3.1452e-06 7.49436e-14 3.1452e-06
3.45 -3.14547e-06 7.49506e-14 3.14547e-06
3.5 -3.14573e-06 7.49575e-14 3.14573e-06
