# Parameter sweep (sweep_drain)
# Simulation    : driftdiffusion
# Sweep variable: $Vd
# Data ordering : column
# Data:
# --------------------------------------------------
# Name                     Units          Type
# --------------------------------------------------
# drain.current            A              real
# gate.current             A              real
# source.current           A              real
# --------------------------------------------------
#
# $Vd drain.current gate.current source.current 
0 0 0 0
0.05 -1.99804e-06 1.54926e-13 1.99804e-06
0.1 -2.85726e-06 6.80938e-14 2.85726e-06
0.15 -3.40825e-06 8.04623e-14 3.40825e-06
0.2 -3.90148e-06 9.30679e-14 3.90148e-06
0.25 -4.36304e-06 1.03933e-13 4.36304e-06
0.3 -4.80133e-06 3.26261e-13 4.80133e-06
0.35 -5.22446e-06 1.24363e-13 5.22446e-06
0.4 -5.63607e-06 1.4548e-13 5.63607e-06
0.45 -6.03225e-06 1.46787e-13 6.03225e-06
0.5 -6.41817e-06 1.56328e-13 6.41817e-06
0.55 -6.79861e-06 9.28998e-14 6.79861e-06
0.6 -7.17659e-06 1.71005e-13 7.17659e-06
0.65 -7.55001e-06 1.80607e-13 7.55001e-06
0.7 -7.9133e-06 1.88954e-13 7.9133e-06
0.75 -8.26549e-06 1.97418e-13 8.26549e-06
0.8 -8.60986e-06 2.06981e-13 8.60986e-06
0.85 -8.94941e-06 2.14838e-13 8.94941e-06
0.9 -9.2854e-06 2.35492e-13 9.2854e-06
0.95 -9.61821e-06 2.29178e-13 9.61821e-06
1 -9.94771e-06 2.39409e-13 9.94771e-06
1.05 -1.02734e-05 2.44797e-13 1.02734e-05
1.1 -1.05953e-05 2.52499e-13 1.05953e-05
1.15 -1.09136e-05 2.60109e-13 1.09136e-05
1.2 -1.1229e-05 2.69672e-13 1.1229e-05
1.25 -1.1543e-05 2.74997e-13 1.1543e-05
1.3 -1.18553e-05 2.87442e-13 1.18553e-05
1.35 -1.21649e-05 2.89828e-13 1.21649e-05
1.4 -1.24708e-05 2.97207e-13 1.24708e-05
1.45 -1.27727e-05 3.04359e-13 1.27727e-05
1.5 -1.3074e-05 3.11515e-13 1.3074e-05
1.55 -1.33662e-05 3.18115e-13 1.33662e-05
1.6 -1.36481e-05 3.25201e-13 1.36481e-05
1.65 -1.39222e-05 3.31828e-13 1.39222e-05
1.7 -1.41908e-05 3.38781e-13 1.41908e-05
1.75 -1.44542e-05 3.44417e-13 1.44542e-05
1.8 -1.47108e-05 3.52104e-13 1.47108e-05
1.85 -1.49606e-05 3.56475e-13 1.49606e-05
1.9 -1.52085e-05 3.62302e-13 1.52085e-05
1.95 -1.54468e-05 3.68075e-13 1.54468e-05
2 -1.56704e-05 3.73458e-13 1.56704e-05
2.05 -1.58907e-05 3.78642e-13 1.58907e-05
2.1 -1.61117e-05 3.83917e-13 1.61117e-05
2.15 -1.63141e-05 3.88738e-13 1.63141e-05
2.2 -1.65069e-05 3.89752e-13 1.65069e-05
2.25 -1.66983e-05 4.30897e-13 1.66983e-05
2.3 -1.68729e-05 4.01578e-13 1.68729e-05
2.35 -1.70338e-05 4.05889e-13 1.70338e-05
2.4 -1.71814e-05 4.09395e-13 1.71814e-05
2.45 -1.73174e-05 4.12538e-13 1.73174e-05
2.5 -1.74349e-05 4.15445e-13 1.74349e-05
2.55 -1.75379e-05 4.17895e-13 1.75379e-05
2.6 -1.76242e-05 4.62889e-13 1.76242e-05
2.65 -1.76946e-05 4.37624e-13 1.76946e-05
2.7 -1.775e-05 4.2632e-13 1.775e-05
2.75 -1.77917e-05 4.24142e-13 1.77917e-05
2.8 -1.78213e-05 4.24649e-13 1.78213e-05
2.85 -1.78408e-05 4.25114e-13 1.78408e-05
2.9 -1.78525e-05 3.64793e-13 1.78525e-05
2.95 -1.78591e-05 4.04517e-13 1.78591e-05
3 -1.78631e-05 4.16721e-13 1.78631e-05
3.05 -1.78658e-05 4.23428e-13 1.78658e-05
3.1 -1.78678e-05 4.24848e-13 1.78678e-05
3.15 -1.78695e-05 4.25016e-13 1.78695e-05
3.2 -1.78708e-05 4.25085e-13 1.78708e-05
3.25 -1.7872e-05 4.25043e-13 1.7872e-05
3.3 -1.78731e-05 4.25004e-13 1.78731e-05
3.35 -1.7874e-05 4.25034e-13 1.7874e-05
3.4 -1.78749e-05 4.25188e-13 1.78749e-05
3.45 -1.78757e-05 4.2545e-13 1.78757e-05
3.5 -1.78764e-05 4.25751e-13 1.78764e-05
