# Parameter sweep (sweep_drain)
# Simulation    : driftdiffusion
# Sweep variable: $Vd
# Data ordering : column
# Data:
# --------------------------------------------------
# Name                     Units          Type
# --------------------------------------------------
# drain.current            A              real
# gate.current             A              real
# source.current           A              real
# --------------------------------------------------
#
# $Vd drain.current gate.current source.current 
0 0 0 0
0.05 -1.97885e-06 1.53294e-13 1.97885e-06
0.1 -2.82577e-06 6.73427e-14 2.82577e-06
0.15 -3.36979e-06 7.93691e-14 3.36979e-06
0.2 -3.85655e-06 9.21059e-14 3.85655e-06
0.25 -4.3117e-06 1.0269e-13 4.3117e-06
0.3 -4.74386e-06 1.13055e-13 4.74386e-06
0.35 -5.16077e-06 1.22877e-13 5.16077e-06
0.4 -5.56511e-06 1.39761e-13 5.56511e-06
0.45 -5.95479e-06 1.49457e-13 5.95479e-06
0.5 -6.33462e-06 1.63873e-13 6.33462e-06
0.55 -6.70878e-06 1.59859e-13 6.70878e-06
0.6 -7.07992e-06 1.65254e-13 7.07992e-06
0.65 -7.44405e-06 1.78127e-13 7.44405e-06
0.7 -7.79703e-06 1.87008e-13 7.79703e-06
0.75 -8.14049e-06 1.96679e-13 8.14049e-06
0.8 -8.47728e-06 2.14261e-13 8.47728e-06
0.85 -8.8092e-06 2.09925e-13 8.8092e-06
0.9 -9.13695e-06 2.25188e-13 9.13695e-06
0.95 -9.46038e-06 2.25436e-13 9.46038e-06
1 -9.77963e-06 2.33025e-13 9.77963e-06
1.05 -1.00948e-05 2.4205e-13 1.00948e-05
1.1 -1.04061e-05 2.47946e-13 1.04061e-05
1.15 -1.07122e-05 2.55232e-13 1.07122e-05
1.2 -1.10132e-05 2.62461e-13 1.10132e-05
1.25 -1.13103e-05 2.69503e-13 1.13103e-05
1.3 -1.16069e-05 2.76591e-13 1.16069e-05
1.35 -1.18951e-05 2.8345e-13 1.18951e-05
1.4 -1.21765e-05 2.902e-13 1.21765e-05
1.45 -1.24533e-05 2.97552e-13 1.24533e-05
1.5 -1.2726e-05 3.03198e-13 1.2726e-05
1.55 -1.29915e-05 3.09801e-13 1.29915e-05
1.6 -1.32505e-05 3.15745e-13 1.32505e-05
1.65 -1.34984e-05 3.21624e-13 1.34984e-05
1.7 -1.37284e-05 3.27157e-13 1.37284e-05
1.75 -1.39535e-05 3.31964e-13 1.39535e-05
1.8 -1.41718e-05 3.55557e-13 1.41718e-05
1.85 -1.43719e-05 3.41168e-13 1.43719e-05
1.9 -1.45619e-05 3.46994e-13 1.45619e-05
1.95 -1.47358e-05 3.50944e-13 1.47358e-05
2 -1.4897e-05 3.54954e-13 1.4897e-05
2.05 -1.5041e-05 3.58405e-13 1.5041e-05
2.1 -1.51675e-05 3.61422e-13 1.51675e-05
2.15 -1.52757e-05 3.63991e-13 1.52757e-05
2.2 -1.5365e-05 4.04267e-13 1.5365e-05
2.25 -1.54357e-05 3.77567e-13 1.54357e-05
2.3 -1.5489e-05 3.70208e-13 1.5489e-05
2.35 -1.55269e-05 3.7e-13 1.55269e-05
2.4 -1.55518e-05 3.70572e-13 1.55518e-05
2.45 -1.55668e-05 3.7093e-13 1.55668e-05
2.5 -1.55752e-05 3.38549e-13 1.55752e-05
2.55 -1.558e-05 3.57113e-13 1.558e-05
2.6 -1.55832e-05 3.66447e-13 1.55832e-05
2.65 -1.55855e-05 3.70677e-13 1.55855e-05
2.7 -1.55874e-05 3.71149e-13 1.55874e-05
2.75 -1.55889e-05 3.71394e-13 1.55889e-05
2.8 -1.55903e-05 3.71481e-13 1.55903e-05
2.85 -1.55915e-05 3.71516e-13 1.55915e-05
2.9 -1.55925e-05 3.71541e-13 1.55925e-05
2.95 -1.55934e-05 3.71567e-13 1.55934e-05
3 -1.55943e-05 3.71582e-13 1.55943e-05
3.05 -1.55951e-05 3.71602e-13 1.55951e-05
3.1 -1.55958e-05 3.71618e-13 1.55958e-05
3.15 -1.55965e-05 3.71623e-13 1.55965e-05
3.2 -1.55972e-05 3.71611e-13 1.55972e-05
3.25 -1.55978e-05 3.71555e-13 1.55978e-05
3.3 -1.55983e-05 3.71438e-13 1.55983e-05
3.35 -1.55989e-05 3.71247e-13 1.55989e-05
3.4 -1.55994e-05 3.7098e-13 1.55994e-05
3.45 -1.55998e-05 3.7071e-13 1.55998e-05
3.5 -1.56003e-05 3.7061e-13 1.56003e-05
