# This file was generated by TiberCAD (GraceIO.C)
# Stores 1D nodal data in format suitable for Grace
# x	spontaneous_power_density_Px[W/eV]	spontaneous_power_density_Py[W/eV]	spontaneous_power_density_Pz[W/eV]	stimulated_power_density_Px[W/eV]	stimulated_power_density_Py[W/eV]	stimulated_power_density_Pz[W/eV]	gain_Px[]	gain_Py[]	gain_Pz[]
3	4.036376987e-11	3.689286243e-11	3.199120106e-13	4.009139006e-11	3.664748936e-11	3.176801744e-13	0.4876439713	0.4457254013	0.003856882081	
3.001	4.050047035e-11	3.701778814e-11	3.209912725e-13	4.022719105e-11	3.677160376e-11	3.187520643e-13	0.4892965951	0.4472356653	0.003869900873	
3.002	4.06378671e-11	3.714335001e-11	3.220760091e-13	4.036368384e-11	3.689635027e-11	3.198293923e-13	0.4909576418	0.4487536248	0.003882985739	
3.003	4.077596487e-11	3.726955237e-11	3.231662575e-13	4.050087315e-11	3.702173322e-11	3.209121951e-13	0.4926271691	0.4502793323	0.003896137128	
3.004	4.091476842e-11	3.739639959e-11	3.242620551e-13	4.063876372e-11	3.714775694e-11	3.220005101e-13	0.4943052346	0.4518128406	0.003909355492	
3.005	4.105428259e-11	3.752389608e-11	3.253634396e-13	4.077736035e-11	3.72744258e-11	3.230943747e-13	0.4959918969	0.4533542031	0.003922641287	
3.006	4.119451224e-11	3.765204627e-11	3.264704492e-13	4.091666787e-11	3.740174423e-11	3.241938267e-13	0.4976872147	0.4549034735	0.003935994972	
3.007	4.133546227e-11	3.778085465e-11	3.275831222e-13	4.105669116e-11	3.752971668e-11	3.252989043e-13	0.4993912475	0.4564607061	0.003949417011	
3.008	4.147713763e-11	3.791032573e-11	3.287014974e-13	4.119743513e-11	3.765834763e-11	3.26409646e-13	0.5011040551	0.4580259555	0.003962907872	
3.009	4.161954331e-11	3.804046408e-11	3.298256137e-13	4.133890473e-11	3.778764162e-11	3.275260904e-13	0.502825698	0.459599277	0.003976468027	
3.01	4.176268434e-11	3.817127428e-11	3.309555107e-13	4.148110498e-11	3.791760321e-11	3.286482769e-13	0.5045562371	0.4611807261	0.00399009795	
3.011	4.190656581e-11	3.830276099e-11	3.32091228e-13	4.162404092e-11	3.804823702e-11	3.297762448e-13	0.5062957338	0.4627703591	0.004003798123	
3.012	4.205119282e-11	3.843492886e-11	3.332328057e-13	4.176771763e-11	3.817954769e-11	3.30910034e-13	0.5080442501	0.4643682325	0.004017569028	
3.013	4.219657055e-11	3.856778263e-11	3.343802843e-13	4.191214025e-11	3.831153991e-11	3.320496847e-13	0.5098018486	0.4659744034	0.004031411155	
3.014	4.234270421e-11	3.870132705e-11	3.355337044e-13	4.205731395e-11	3.844421841e-11	3.331952372e-13	0.5115685923	0.4675889294	0.004045324994	
