0.216707 0
0.256108 0
0.29551 0
0.334912 0
0.374313 0
0.413714 0
0.453115 0
0.492516 0
0.531917 0
0.571318 0
0.61072 0
0.650122 0
0.689523 0
0.728924 0
0.768325 0
0.807726 0
0.847127 0
0.886529 0
0.925931 0.001016
0.965333 0.003208
1.004734 0.006543
1.044135 0.010989
1.083536 0.016586
1.122937 0.023429
1.162338 0.031608
1.20174 0.041219
1.241142 0.052325
1.280543 0.064929
1.319944 0.078001
1.359345 0.091365
1.398746 0.104969
1.438147 0.118607
1.477548 0.132008
1.51695 0.145016
1.556352 0.15755
1.595753 0.169448
1.635154 0.180342
1.674555 0.189738
1.713956 0.19765
1.753357 0.204094
1.792759 0.209155
1.832161 0.213071
1.871563 0.216073
1.910964 0.218222
1.950365 0.219509
1.989766 0.22
2.029167 0.22
2.068568 0.22
2.10797 0.22
2.147372 0.22
2.186773 0.22
2.226174 0.22
2.265575 0.22
2.304976 0.22
2.344377 0.22
2.383778 0.22
2.42318 0.22
2.462582 0.22
2.501983 0.22
2.541384 0.22
2.580785 0.22
2.620186 0.22
2.659587 0.22
2.698988 0.22
2.73839 0.22
2.777792 0.22
2.817193 0.22
2.856594 0.22
2.895995 0.22
2.935396 0.22
2.974797 0.22
3.014199 0.22
3.053601 0.22
3.093003 0.22
3.132404 0.22
3.171805 0.22
3.211206 0.22
3.250607 0.22
3.290008 0.22
3.32941 0.22
3.368812 0.22
3.408213 0.22
3.447614 0.22
3.487015 0.22
3.526416 0.22
3.565817 0.22
3.605218 0.22
3.64462 0.22
3.684022 0.22
3.723423 0.22
3.762824 0.22
3.802225 0.22
3.841626 0.22
3.881027 0.22
3.920429 0.22
3.959831 0.217013
3.999233 0.212515
4.038634 0.206321
4.078035 0.20019
4.117436 0.190822
4.156837 0.180455
4.196238 0.169243
4.23564 0.157405
4.275042 0.145106
4.314443 0.132363
4.353844 0.122104
4.393245 0.112801
4.432646 0.104414
4.472047 0.095765
4.511448 0.09016
4.55085 0.085367
4.590252 0.081237
4.629653 0.077557
4.669054 0.074168
4.708455 0.071058
4.747856 0.068291
4.787257 0.065924
4.826659 0.064187
4.866061 0.062503
4.905463 0.060872
4.944864 0.059291
4.984265 0.057761
5.023666 0.056279
5.063067 0.054844
5.102468 0.053454
5.14187 0.052109
5.181272 0.050807
5.220673 0.049547
5.260074 0.048329
5.299475 0.04715
5.338876 0.04601
5.378277 0.044907
5.417678 0.043841
5.45708 0.04281
5.496482 0.041814
5.535883 0.040851
5.575284 0.039921
5.614685 0.039022
5.654086 0.038153
5.693487 0.037313
5.732888 0.036502
5.77229 0.035719
5.811692 0.034963
5.851093 0.034232
5.890494 0.033526
5.929895 0.032845
5.969296 0.032187
6.008697 0.031552
6.048099 0.030938
6.087501 0.030346
6.126903 0.029774
6.166304 0.029221
6.205705 0.028687
6.245106 0.028172
6.284507 0.027675
6.323908 0.027194
6.36331 0.026729
6.402712 0.02628
6.442113 0.025847
6.481514 0.025428
6.520915 0.025023
6.560316 0.024632
6.599717 0.024253
6.639118 0.023887
6.67852 0.023532
6.717922 0.023189
6.757323 0.022857
6.796724 0.022535
6.836125 0.022223
6.875526 0.02192
6.914927 0.021627
6.954329 0.021342
6.993731 0.021066
7.033133 0.020797
7.072534 0.020536
7.111935 0.020281
7.151336 0.020033
7.190737 0.019792
7.230138 0.019557
7.26954 0.019328
7.308942 0.019104
7.348343 0.018885
7.387744 0.018671
7.427145 0.018461
7.466546 0.018256
7.505947 0.018055
7.545348 0.017858
7.58475 0.017664
7.624152 0.017473
7.663553 0.017286
7.702954 0.017101
7.742355 0.016919
7.781756 0.016739
7.821157 0.016563
7.860559 0.016388
7.899961 0.016215
7.939363 0.016044
7.978764 0.015875
8.018165 0.015708
8.057566 0.015541
8.096967 0.015376
8.136368 0.015212
8.17577 0.015049
8.215172 0.014887
8.254573 0.014726
8.293974 0.014566
8.333375 0.014406
8.372776 0.014246
8.412177 0.014087
8.451578 0.013929
8.49098 0.013771
8.530382 0.013613
8.569783 0.013456
8.609184 0.013298
8.648585 0.01314
8.687986 0.012982
8.727387 0.012825
8.766789 0.012668
8.806191 0.01251
8.845593 0.012352
8.884994 0.012194
8.924395 0.012036
8.963796 0.011877
9.003197 0.011719
9.042598 0.011561
9.082 0.011403
9.121402 0.011244
9.160803 0.011085
9.200204 0.010926
9.239605 0.010767
9.279006 0.010608
9.318407 0.010449
9.357808 0.01029
9.39721 0.01013
9.436612 0.00997
9.476013 0.00981
9.515414 0.00965
9.554815 0.00949
9.594216 0.00933
9.633617 0.009171
9.673018 0.009012
9.71242 0.008853
9.751822 0.008694
9.791223 0.008535
9.830624 0.008377
9.870025 0.008219
9.909426 0.008061
9.948827 0.007904
9.988229 0.007747
10.027631 0.00759
10.067033 0.007434
10.106434 0.007278
10.145835 0.007123
10.185236 0.006969
10.224637 0.006815
10.264038 0.006662
10.30344 0.00651
10.342842 0.006358
10.382243 0.006208
10.421644 0.006058
10.461045 0.005909
10.500446 0.005762
10.539847 0.005615
10.579248 0.005469
10.61865 0.005324
10.658052 0.005181
10.697453 0.005039
10.736854 0.0049
10.776255 0.004764
10.815656 0.004632
10.855057 0.004504
10.894459 0.004379
10.933861 0.004259
10.973263 0.004143
11.012664 0.004031
11.052065 0.003922
11.091466 0.003817
11.130867 0.003714
11.170268 0.003612
11.20967 0.003512
11.249072 0.003413
11.288473 0.003315
11.327874 0.003218
11.367275 0.003122
11.406676 0.003028
11.446077 0.002935
11.485478 0.002843
11.52488 0.002753
11.564282 0.002665
11.603683 0.002578
