# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 Strain_11
# 3 Strain_22
# 4 Strain_33
# 5 Strain_12
# 6 Strain_23
# 7 Strain_13
# x Strain_11 Strain_22 Strain_33 Strain_12 Strain_23 Strain_13 
606.6 0.0272212 -0.0278611 -0.0278611 0 0 0 
606.8 0.0272212 -0.0278611 -0.0278611 0 0 0 
607 0.0272212 -0.0278611 -0.0278611 0 0 0 
607.2 0.0272212 -0.0278611 -0.0278611 0 0 0 
607.4 0.0272212 -0.0278611 -0.0278611 0 0 0 
607.6 0.0272212 -0.0278611 -0.0278611 0 0 0 
607.8 0.0272212 -0.0278611 -0.0278611 0 0 0 
608 0.0272212 -0.0278611 -0.0278611 0 0 0 
608 -6.21725e-15 0 0 0 0 0 
608.208 -5.77316e-15 0 0 0 0 0 
608.417 -5.32907e-15 0 0 0 0 0 
608.625 -5.77316e-15 0 0 0 0 0 
608.833 -5.77316e-15 0 0 0 0 0 
609.042 -4.66294e-15 0 0 0 0 0 
609.25 -4.21885e-15 0 0 0 0 0 
609.458 -4.44089e-15 0 0 0 0 0 
609.667 -4.44089e-15 0 0 0 0 0 
609.875 -4.21885e-15 0 0 0 0 0 
610.083 -3.33067e-15 0 0 0 0 0 
610.292 -2.44249e-15 0 0 0 0 0 
610.5 -2.66454e-15 0 0 0 0 0 
610.708 -2.66454e-15 0 0 0 0 0 
610.917 -1.9984e-15 0 0 0 0 0 
611.125 -1.55431e-15 0 0 0 0 0 
611.333 -1.55431e-15 0 0 0 0 0 
611.542 -1.77636e-15 0 0 0 0 0 
611.75 -1.55431e-15 0 0 0 0 0 
611.958 -1.11022e-15 0 0 0 0 0 
612.167 -1.11022e-15 0 0 0 0 0 
612.375 -1.33227e-15 0 0 0 0 0 
612.583 -8.88178e-16 0 0 0 0 0 
612.792 0 0 0 0 0 0 
613 4.44089e-16 0 0 0 0 0 
613 0 0 0 0 0 0 
613.257 0 0 0 0 0 0 
613.599 0 0 0 0 0 0 
614.055 2.22045e-16 0 0 0 0 0 
614.663 2.77556e-16 0 0 0 0 0 
615.475 8.32667e-17 0 0 0 0 0 
616.557 8.32667e-17 0 0 0 0 0 
618 1.11022e-16 0 0 0 0 0 
